feature1	feature2	r
bac_2a53aca5bbef51395322afa72fe879f3	bac_4715d00a2315b24a3fcc1b66ae839a94	-0.0845
bac_2a53aca5bbef51395322afa72fe879f3	bac_a9fcc331b4725affdbf11d219a193ece	0.5069
bac_13aa4b30a45dad70c3ed431c8c184c6c	bac_2a53aca5bbef51395322afa72fe879f3	0.0903
bac_2a53aca5bbef51395322afa72fe879f3	bac_eb36645d7872c6e957cb1a751885e92e	0.1984
bac_2a53aca5bbef51395322afa72fe879f3	bac_68ffca37ae5925e5728873bc560f3f68	0.1414
bac_2a53aca5bbef51395322afa72fe879f3	bac_e440872f4b92093030e88bafefb016f9	0.4664
bac_2a53aca5bbef51395322afa72fe879f3	bac_ceef01c0f52effc28e4791ff939aa4df	-0.0355
bac_2a53aca5bbef51395322afa72fe879f3	bac_b25c21270199cc7e624f8fa2beaa1052	0.0955
bac_2a53aca5bbef51395322afa72fe879f3	bac_e92cb07172d567b05a3f668c34ca16a3	0.2727
bac_2a53aca5bbef51395322afa72fe879f3	bac_b454a93768124af9d6a93073e7eb1e4d	-0.0468
bac_2a53aca5bbef51395322afa72fe879f3	bac_340a48970e248a368a25e7a4f0943b38	0.0365
bac_2a53aca5bbef51395322afa72fe879f3	bac_3045f8d0eb7332c151789dc0670aeac3	0.018
bac_2a53aca5bbef51395322afa72fe879f3	fun_0159fbde605b8b7ea2b1304bfd276b82	-0.2561
bac_2a53aca5bbef51395322afa72fe879f3	fun_06e6ea6ae4b943568ace88db8128520b	-0.1798
bac_2a53aca5bbef51395322afa72fe879f3	fun_06f8d41be81eaee8ce118fd6a6917570	0.3338
bac_2a53aca5bbef51395322afa72fe879f3	fun_0729e9fcffd1962b7a39b3d93902e0f3	-0.3542
bac_2a53aca5bbef51395322afa72fe879f3	fun_09f70a3943cbdf8905cd01a456c50098	-0.0099
bac_2a53aca5bbef51395322afa72fe879f3	fun_0aa84d7f105e25afc127f6dd778d8ca6	0.0627
bac_2a53aca5bbef51395322afa72fe879f3	fun_0cbb44bb9bc91c77e8f74ad2ace1d58c	-0.1053
bac_2a53aca5bbef51395322afa72fe879f3	fun_0cefc2f0bcb2fe7c323cb28ac235e7d7	-0.0916
bac_2a53aca5bbef51395322afa72fe879f3	fun_0d31e3334880aee4eb26713a0e4104a5	-0.2185
bac_2a53aca5bbef51395322afa72fe879f3	fun_0e4a4b1cd4283317ad2fe0dc25a07b9d	0.0567
bac_2a53aca5bbef51395322afa72fe879f3	fun_0e9e31f5b9fc1235aaa1f8238c384a26	-0.0796
bac_2a53aca5bbef51395322afa72fe879f3	fun_0f2391ae814368a77e456e4357192e31	-0.0776
bac_2a53aca5bbef51395322afa72fe879f3	fun_0f32da71e26972640eb84b6a3fcc774e	-0.0882
bac_2a53aca5bbef51395322afa72fe879f3	fun_10b7a3ca6b1444c66f3b28fed3f26c99	-0.1332
bac_2a53aca5bbef51395322afa72fe879f3	fun_118c0ccd7f3578d17e0db218e80ec7ba	-0.1966
bac_2a53aca5bbef51395322afa72fe879f3	fun_125198c1c805330221b886a492c2c4c6	-0.2062
bac_2a53aca5bbef51395322afa72fe879f3	fun_1291d36523a6c20f273c7e5c4496df94	0.1391
bac_2a53aca5bbef51395322afa72fe879f3	fun_1455565e7c2198d1f5f87a6915b8e5a2	-0.1088
bac_2a53aca5bbef51395322afa72fe879f3	fun_1949eec497be87ab032fa3316b754479	0.1017
bac_2a53aca5bbef51395322afa72fe879f3	fun_1a4c8a00ffd3e3463eba4bb201d91747	0.166
bac_2a53aca5bbef51395322afa72fe879f3	fun_1b9d7859cdab8b86d6b8b62f84b1334d	-0.2943
bac_2a53aca5bbef51395322afa72fe879f3	fun_1c402e380e09d35cfb2c8852e229f8a9	-0.2498
bac_2a53aca5bbef51395322afa72fe879f3	fun_1c44ba6433bec9b7aff23fb35d73b03b	0.135
bac_2a53aca5bbef51395322afa72fe879f3	fun_1c676f4ebdcb691f888fa38f57182cef	0.2382
bac_2a53aca5bbef51395322afa72fe879f3	fun_210459b7b6a2a456b09f184f6d939bc8	-0.0356
bac_2a53aca5bbef51395322afa72fe879f3	fun_2180096d9fae52c2811c7cd308dbd207	-0.1384
bac_2a53aca5bbef51395322afa72fe879f3	fun_22d760b5ec59a5f4627ad7dd81871970	0.12
bac_2a53aca5bbef51395322afa72fe879f3	fun_2371d49a803099d8e644da25bb974f68	0.206
bac_2a53aca5bbef51395322afa72fe879f3	fun_250faf103554228cad8216e1e460fbb5	-0.1223
bac_2a53aca5bbef51395322afa72fe879f3	fun_272443635e47bb81359b7a9340b5a7ae	-0.0282
bac_2a53aca5bbef51395322afa72fe879f3	fun_277ab749a662c377adefa6a032102c63	-0.0173
bac_2a53aca5bbef51395322afa72fe879f3	fun_29086701d1f5919659e2739cc0a37d82	0.014
bac_2a53aca5bbef51395322afa72fe879f3	fun_2c0f51e54f8a497135bb1bcbb8650032	-0.1358
bac_2a53aca5bbef51395322afa72fe879f3	fun_2f193ba4d56d6ca5c5067ca0dc12388e	0.1021
bac_2a53aca5bbef51395322afa72fe879f3	fun_2f60b972271a751f58655719fc6e6cff	0.007
bac_2a53aca5bbef51395322afa72fe879f3	fun_2fd4823aefdc5d0cff20c9b343f59dfa	-0.1536
bac_2a53aca5bbef51395322afa72fe879f3	fun_312d2c41e878eee9e2aa0950d232cb8e	-0.0499
bac_2a53aca5bbef51395322afa72fe879f3	fun_3386ce75410a8cb8e2231bf46ce924f5	0.0701
bac_2a53aca5bbef51395322afa72fe879f3	fun_347c44753e7c2ad2ae6a717b38a8afd7	0.2394
bac_2a53aca5bbef51395322afa72fe879f3	fun_355aca9bcdfb0c7d8402753c5a694b05	0.0643
bac_2a53aca5bbef51395322afa72fe879f3	fun_38040dfe5f383720bf6bea322fc619aa	0.2372
bac_2a53aca5bbef51395322afa72fe879f3	fun_3875ccee852875404be496b5604364c4	0.1549
bac_2a53aca5bbef51395322afa72fe879f3	fun_3c915d279379b12fc2ed878e1cacf341	0.0013
bac_2a53aca5bbef51395322afa72fe879f3	fun_3cb3c6cd8442b957da3c4552abe5155d	-0.363
bac_2a53aca5bbef51395322afa72fe879f3	fun_4193543e36d7cbfcdcb829680e8252cc	0.0031
bac_2a53aca5bbef51395322afa72fe879f3	fun_41f4e5b0f33bad087229b6f6815f964c	0.1488
bac_2a53aca5bbef51395322afa72fe879f3	fun_4221a9af1d4a745332f707c0406fc7bc	0.0909
bac_2a53aca5bbef51395322afa72fe879f3	fun_42842fcfe5fb451b64c00a371bcdd108	-0.02
bac_2a53aca5bbef51395322afa72fe879f3	fun_45631d9c65545ed312005b3293a0946b	0.2285
bac_2a53aca5bbef51395322afa72fe879f3	fun_46bb506cd300f76f0f75d8a7f9a681b4	-0.0864
bac_2a53aca5bbef51395322afa72fe879f3	fun_47353298fec24beb6ed1f5bad1c76001	-0.1624
bac_2a53aca5bbef51395322afa72fe879f3	fun_47f2d9bfe6e31100ef4427446a831781	-0.2961
bac_2a53aca5bbef51395322afa72fe879f3	fun_4998b3c120cb4912ddcc77878ac45df2	-0.1594
bac_2a53aca5bbef51395322afa72fe879f3	fun_4c6ff3598dcaf6a9a7e11a65442a751c	-0.3145
bac_2a53aca5bbef51395322afa72fe879f3	fun_4f0ab95b8153df635b9641d712c2920f	-0.2326
bac_2a53aca5bbef51395322afa72fe879f3	fun_53e2f66ea5c9838b53638808c5eee304	-0.079
bac_2a53aca5bbef51395322afa72fe879f3	fun_54264f5a5422c3cc71ccc6d49629d74a	0.0559
bac_2a53aca5bbef51395322afa72fe879f3	fun_54335873164e6a3e028c2e5eeaa76392	0.1129
bac_2a53aca5bbef51395322afa72fe879f3	fun_567718e73bc1b502fc38a82bb73e6879	0.1508
bac_2a53aca5bbef51395322afa72fe879f3	fun_57c1928602d19022a67038d35c851d21	-0.1135
bac_2a53aca5bbef51395322afa72fe879f3	fun_5848680771618eee66bc844e2db4ebd4	-0.2673
bac_2a53aca5bbef51395322afa72fe879f3	fun_58c1e23d5186fc6f1a15b0453213b3b1	-0.3566
bac_2a53aca5bbef51395322afa72fe879f3	fun_5a5ae0e4fa677fdd087c0f6764761214	0.2963
bac_2a53aca5bbef51395322afa72fe879f3	fun_5f0b44624870e672b82fc6716b8aad01	-0.171
bac_2a53aca5bbef51395322afa72fe879f3	fun_6111450ab5adf32b633de5d3dfd4b46e	0.0761
bac_2a53aca5bbef51395322afa72fe879f3	fun_66743b133436023aad67942e15edd8f9	0.0185
bac_2a53aca5bbef51395322afa72fe879f3	fun_6726e9d29c0fca426c4f440cf6cb046f	0.0997
bac_2a53aca5bbef51395322afa72fe879f3	fun_683724960932ba975963b2447692db7e	-0.2333
bac_2a53aca5bbef51395322afa72fe879f3	fun_69f67412f6d0f6ed8537b40d0f34e8bc	0.2076
bac_2a53aca5bbef51395322afa72fe879f3	fun_6b4ac75d52740dfbcbe2d6a3a1664755	0.105
bac_2a53aca5bbef51395322afa72fe879f3	fun_6b7b3153f86ee62a0aacee90a0d0118c	0.3729
bac_2a53aca5bbef51395322afa72fe879f3	fun_6c2e7b127282a35015d4e99765091247	-0.4161
bac_2a53aca5bbef51395322afa72fe879f3	fun_6d6e4661cedc4e067006f6428d3ccbd9	-0.3669
bac_2a53aca5bbef51395322afa72fe879f3	fun_6e5acbe22fbc6a684db46a120e9f74ea	-0.2977
bac_2a53aca5bbef51395322afa72fe879f3	fun_714f6a34e95c5e894dc374f0c399001f	-0.1785
bac_2a53aca5bbef51395322afa72fe879f3	fun_720b2e766a3be1cfe3d9f9451e50a1cb	0.2793
bac_2a53aca5bbef51395322afa72fe879f3	fun_729dbff0ad56f74f16f888c72f9dd00f	-0.1537
bac_2a53aca5bbef51395322afa72fe879f3	fun_7562647057cc54e8f62f2bad26b87179	0.1482
bac_2a53aca5bbef51395322afa72fe879f3	fun_79df431e4af83054cf3aea0465a2b5ea	0.0857
bac_2a53aca5bbef51395322afa72fe879f3	fun_79f1fc8642d1a265f3f8ef5188e671ed	-0.0991
bac_2a53aca5bbef51395322afa72fe879f3	fun_7a1c2fe35bf31b3e2090c15ed19bdeae	-0.0716
bac_2a53aca5bbef51395322afa72fe879f3	fun_7a8e93e9b7bf5e8cdc7cad953c244980	0.2292
bac_2a53aca5bbef51395322afa72fe879f3	fun_7c935208489995e87e119cb9abc79654	0.1676
bac_2a53aca5bbef51395322afa72fe879f3	fun_7cfd3dce3e2f93d64db98db66391538b	0.157
bac_2a53aca5bbef51395322afa72fe879f3	fun_7e910b6456109c70bda898a1744096d4	0.4121
bac_2a53aca5bbef51395322afa72fe879f3	fun_7fe76ee825b3c77e28a7d1e70aabd4c5	0.0828
bac_2a53aca5bbef51395322afa72fe879f3	fun_81ea074dda3d567a71d9003ad53a1e52	-0.2742
bac_2a53aca5bbef51395322afa72fe879f3	fun_85b555e22d19d03795638e9d49023b94	0.0964
bac_2a53aca5bbef51395322afa72fe879f3	fun_86dd6cf93b827a3558b2d1db2b624e72	-0.2911
bac_2a53aca5bbef51395322afa72fe879f3	fun_89a9d43450c83d1766c918b03ef5a1dd	0.2074
bac_2a53aca5bbef51395322afa72fe879f3	fun_8c97ac471880e482d370a14e3f3ae4a6	0.5209
bac_2a53aca5bbef51395322afa72fe879f3	fun_8d2bad89e7f124724887d4e3036be646	-0.0107
bac_2a53aca5bbef51395322afa72fe879f3	fun_90c24eb9a39afa6a01bc2d0f213e805a	0.3187
bac_2a53aca5bbef51395322afa72fe879f3	fun_9169f78999dd31b424dbd92a56a8c647	0.1674
bac_2a53aca5bbef51395322afa72fe879f3	fun_922fba29d22372624435605d293f3a28	0.24
bac_2a53aca5bbef51395322afa72fe879f3	fun_927027479da55fe3e3a292bfe1c77169	0.1202
bac_2a53aca5bbef51395322afa72fe879f3	fun_95b8f9cc2c8671f62fe85fb53f4289f3	0.3785
bac_2a53aca5bbef51395322afa72fe879f3	fun_967d3a3c39f2f5a5891827e7cab6e5fe	0.1651
bac_2a53aca5bbef51395322afa72fe879f3	fun_96bd7367a2b284e906e524c0d3ea12bc	0.0365
bac_2a53aca5bbef51395322afa72fe879f3	fun_9855be302a9726bcdb688cf8fbb97533	-0.0899
bac_2a53aca5bbef51395322afa72fe879f3	fun_9896f7b3cf9bd0b0839caa8fffa94a43	0.0583
bac_2a53aca5bbef51395322afa72fe879f3	fun_9a35064261c9384a6740bbf3bd32e5d9	-0.0614
bac_2a53aca5bbef51395322afa72fe879f3	fun_9f43298cab5ca5ee9c3b780bb5045e11	-0.0812
bac_2a53aca5bbef51395322afa72fe879f3	fun_9fd168d363baaa01b1e4d633e18a9eeb	0.6481
bac_2a53aca5bbef51395322afa72fe879f3	fun_9fdb180e75a8ad5624a0328db1fa0ba9	-0.2614
bac_2a53aca5bbef51395322afa72fe879f3	fun_a1d92bd186f42a95349519ddf9aa91fb	0.435
bac_2a53aca5bbef51395322afa72fe879f3	fun_a28ee535e8e8fa5859930f429660433e	-0.3031
bac_2a53aca5bbef51395322afa72fe879f3	fun_a3a2dd5aa3151535dd8270ae478a8401	0.2859
bac_2a53aca5bbef51395322afa72fe879f3	fun_a475788ef659929871471c1744ec7f3d	0.2164
bac_2a53aca5bbef51395322afa72fe879f3	fun_a4fe255622c164fec3c18952aadf3cd7	0.0877
bac_2a53aca5bbef51395322afa72fe879f3	fun_a8daa63b2104c88f19db8eced34b6dfb	0.1195
bac_2a53aca5bbef51395322afa72fe879f3	fun_abd808bd07f1d21933ef5ef5050116db	-0.0188
bac_2a53aca5bbef51395322afa72fe879f3	fun_ad9da3724a49f61b50680ba7ee3947f4	0.093
bac_2a53aca5bbef51395322afa72fe879f3	fun_b163c0b164dead2a98defe2c37ed3cbd	0.3873
bac_2a53aca5bbef51395322afa72fe879f3	fun_b1f9817e510086a5b0fe9a4b0b515f39	0.1542
bac_2a53aca5bbef51395322afa72fe879f3	fun_b3e776671dcc86dc99a4b20300b8a204	-0.1832
bac_2a53aca5bbef51395322afa72fe879f3	fun_b52a3ea4fd6069420679caf4241c801b	0.2318
bac_2a53aca5bbef51395322afa72fe879f3	fun_b6155a78d66e06baed759508b47f4ec8	-0.1403
bac_2a53aca5bbef51395322afa72fe879f3	fun_b69f758c15c65176a498709815701b3b	0.3034
bac_2a53aca5bbef51395322afa72fe879f3	fun_b6c17784863d8ca0df880e4d5c4c2170	0.09
bac_2a53aca5bbef51395322afa72fe879f3	fun_b8f3c964119deead9855eedce61cb5eb	-0.3087
bac_2a53aca5bbef51395322afa72fe879f3	fun_b9366da8994c36aa73c3fccf6dd7dd8d	0.3452
bac_2a53aca5bbef51395322afa72fe879f3	fun_b9f011d775ce8542c757dc538bf63a1f	-0.0139
bac_2a53aca5bbef51395322afa72fe879f3	fun_bb99bd6ab9f193dc1ed44c3bc8e10652	0.0378
bac_2a53aca5bbef51395322afa72fe879f3	fun_be936537d543df721d2d6e465a097971	0.3058
bac_2a53aca5bbef51395322afa72fe879f3	fun_beefa685a70929e4573b559a14f4167c	0.1071
bac_2a53aca5bbef51395322afa72fe879f3	fun_bef14d5fca5e566de33c2d6935befb01	-0.1416
bac_2a53aca5bbef51395322afa72fe879f3	fun_c1a9e87b41cdbdd611acf419998c12ca	0.6098
bac_2a53aca5bbef51395322afa72fe879f3	fun_c37dd1e535482014cbb5bd9aa864c2d3	-0.3229
bac_2a53aca5bbef51395322afa72fe879f3	fun_c43e10fa3b25ac02e6a37f070df3263b	0.3148
bac_2a53aca5bbef51395322afa72fe879f3	fun_c50f5ad0d4d11e01c9d20523193b6072	0.0937
bac_2a53aca5bbef51395322afa72fe879f3	fun_c82b27575fa9351a88fd14041f56c01a	-0.1282
bac_2a53aca5bbef51395322afa72fe879f3	fun_c9e8f335f00d3b1f318d2c091ecfae60	-0.3625
bac_2a53aca5bbef51395322afa72fe879f3	fun_cc387c913621b6d6192ba9110f13b0a9	-0.2359
bac_2a53aca5bbef51395322afa72fe879f3	fun_ce2e769554618c58d9ebf96e0fed8762	0.1956
bac_2a53aca5bbef51395322afa72fe879f3	fun_cf618880c7f0ace7a7bdb6820ad1afa5	-0.0839
bac_2a53aca5bbef51395322afa72fe879f3	fun_cfa651347c94e676f6c5fa749f7f1cf8	-0.022
bac_2a53aca5bbef51395322afa72fe879f3	fun_d1d3ea70e6d57e97a362666d1a7a7ec0	0.1251
bac_2a53aca5bbef51395322afa72fe879f3	fun_d23114abc4325b750a4be8c35cf3da99	-0.3082
bac_2a53aca5bbef51395322afa72fe879f3	fun_d292815810aa92389848a499c131f1f0	-0.0858
bac_2a53aca5bbef51395322afa72fe879f3	fun_d40be4ff5cf29f494c04116d28565485	0.1732
bac_2a53aca5bbef51395322afa72fe879f3	fun_d6401113e9c8f82041604baeabc6b187	0.0656
bac_2a53aca5bbef51395322afa72fe879f3	fun_d854488b6221f9df4bdf40fd52992a59	-0.264
bac_2a53aca5bbef51395322afa72fe879f3	fun_daf5ad437741d76e56bec505f7560e38	0.1119
bac_2a53aca5bbef51395322afa72fe879f3	fun_dc5110758b11f79a75227a78213c4d1f	0.3812
bac_2a53aca5bbef51395322afa72fe879f3	fun_dd394169cc6ef13eb9b3fa39a501c038	0.1158
bac_2a53aca5bbef51395322afa72fe879f3	fun_df30f1edf3c23405b2d24d2705cf7707	0.0238
bac_2a53aca5bbef51395322afa72fe879f3	fun_e006c22456bda68d9c4113992dcfd9e7	-0.4783
bac_2a53aca5bbef51395322afa72fe879f3	fun_e008eedc46fb56a7e7a0b1a2bdfdf8a4	-0.0234
bac_2a53aca5bbef51395322afa72fe879f3	fun_e09e76cd7cbe91138eb577f7abec19b2	-0.4036
bac_2a53aca5bbef51395322afa72fe879f3	fun_e11ae9481b4e3e572aff32650e706ed1	0.2051
bac_2a53aca5bbef51395322afa72fe879f3	fun_e2df03c4f8c4626f954265a0a08ce968	0.1866
bac_2a53aca5bbef51395322afa72fe879f3	fun_e56fa2fae3901d608b8afcbfa6d34246	0.3413
bac_2a53aca5bbef51395322afa72fe879f3	fun_e5bf6cacfa2148602d1019a699e9204f	0.1317
bac_2a53aca5bbef51395322afa72fe879f3	fun_e6f3fb7d31bdd7686398707942491537	-0.062
bac_2a53aca5bbef51395322afa72fe879f3	fun_e852926963eba0d5fdad3a9f4fe568b6	0.3589
bac_2a53aca5bbef51395322afa72fe879f3	fun_ea444593948c664d061b7bf45776df49	0.1621
bac_2a53aca5bbef51395322afa72fe879f3	fun_ecc0925f4392de6c08c6a061329fd378	-0.0286
bac_2a53aca5bbef51395322afa72fe879f3	fun_ecda94593e7d6c88cc53f98bf695da16	0.0923
bac_2a53aca5bbef51395322afa72fe879f3	fun_ef75ceb1455f5561224cd50f122108e9	0.1211
bac_2a53aca5bbef51395322afa72fe879f3	fun_f051e70aa867848fd8e5fd826f7256cc	0.0658
bac_2a53aca5bbef51395322afa72fe879f3	fun_f1b21f756b44e75b41c8a37408af48f5	0.1162
bac_2a53aca5bbef51395322afa72fe879f3	fun_f25341d99350562755613772d36a40a0	-0.2444
bac_2a53aca5bbef51395322afa72fe879f3	fun_f2fd13c8184b9fd3e3b9720be9cca2e6	-0.3285
bac_2a53aca5bbef51395322afa72fe879f3	fun_f39f4c420e993636ee325e7a01eec5c4	-0.1177
bac_2a53aca5bbef51395322afa72fe879f3	fun_f3fe88aa407ee2dc2c7e826f575fdfb4	0.1201
bac_2a53aca5bbef51395322afa72fe879f3	fun_f706a24cd4738a2b24c2671115b26148	0.5259
bac_2a53aca5bbef51395322afa72fe879f3	fun_fa0a4fa10b65a1a6f7cb82185fb8d973	0.2401
bac_2a53aca5bbef51395322afa72fe879f3	fun_fa78b6a254cff46e42889f9436d013dc	-0.1074
bac_2a53aca5bbef51395322afa72fe879f3	fun_faa089d82d13274e9860ea4eca1b7d44	-0.102
bac_2a53aca5bbef51395322afa72fe879f3	fun_fb2832a28e377bb3e5702f77807dd28e	-0.0261
bac_2a53aca5bbef51395322afa72fe879f3	fun_fb75326ddc4fb977b3b9d5b576072c4d	0.2333
bac_2a53aca5bbef51395322afa72fe879f3	fun_fc103118419fa58af686fe80d693fb9e	-0.042
bac_2a53aca5bbef51395322afa72fe879f3	fun_fd3684453f856dcc4dd937a3544c61fc	0.096
bac_2a53aca5bbef51395322afa72fe879f3	fun_fd49afeea05ea589b5d01bc1387bc139	0.0252
bac_2a53aca5bbef51395322afa72fe879f3	fun_fd9887a5036ac9da632d6843d5b3fb70	-0.3104
bac_2a53aca5bbef51395322afa72fe879f3	fun_fe2ac47fcfb209c2b977b6ba54f1f5fd	-0.1693
bac_c798c16862dc501435104ef3e368ebf6	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6654
bac_2eae9eefab6485e2e98923809417e86b	bac_da5924ba1ff2c30dd489e95369c2fab1	0.5114
bac_092cd384d5842019c5174f945635b4c0	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1721
bac_8470b46416635495b52cef72b0c6becd	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2532
bac_26122fc82956c43ca1f15b191f0fa66b	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.198
bac_7b6fde94ef7dd846d47232e9073c9d79	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6806
bac_968b1470919e6ed4fabeb7496448ecb2	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1131
bac_159968401827e6e6ea81fb7ab1185e2d	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1777
bac_2ae515a98a501771b24b23ccae19d5c6	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1206
bac_99445e37a2231c1efb6b01be444921f2	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1012
bac_0a1e0c89456159256a67b43a5d3a951c	bac_da5924ba1ff2c30dd489e95369c2fab1	0.5602
bac_9db2817f5c42be6a7bcbca662959982d	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1205
bac_a3b2bf7bdb7dfeaeed3a7dcca7c98174	bac_da5924ba1ff2c30dd489e95369c2fab1	0.5465
bac_9bd2c9c8faf4bd8aee6a0e1551427071	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.5282
bac_2d189fced66f2afef1db00ceab357299	bac_da5924ba1ff2c30dd489e95369c2fab1	0.4554
bac_30bf08e0c9b4ab13b34faab3454f3c65	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2512
bac_74c800a9e7696cc485c720c946cf3566	bac_da5924ba1ff2c30dd489e95369c2fab1	0.3397
bac_a30256b75e77270e84f5876c2d62c7da	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6456
bac_229392b820681a5aeb2d4c3b77921922	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2
bac_a9a9fceabb2ded4edce03aafc300b332	bac_da5924ba1ff2c30dd489e95369c2fab1	0.0292
bac_d69dbeb4886b17e9f37089d97d309997	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.0455
bac_86135298ff3fd0128f0d619d6df65c22	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.227
bac_5d5482ef84ee06d0d94ac18295917250	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1679
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_f5b26aa94c06b7bdfa92ae6b717f51b3	-0.2415
bac_b3e43471f9e9e418e78c655dd82e3187	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1608
bac_272abf16adc123ed3b9e01811cd36e9a	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2736
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_dae457dce2089ce83fd9a96ce128ec7a	0.1351
bac_585b3143d80f6c23342a75e4307553ee	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.5121
bac_0cd2b17c6c14eb16a9c3aebe599b9c62	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.5174
bac_b87f5ae148b3c38213fdeca77b10b1de	bac_da5924ba1ff2c30dd489e95369c2fab1	0.0444
bac_622da15e5f92253a2764ebd980b2d0c9	bac_da5924ba1ff2c30dd489e95369c2fab1	0.1506
bac_a1670155b607fcc9ee12f1110fac1659	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.0747
bac_0ca014618cae8611b1056d121c5eab80	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1418
bac_9b4765fa1f6303b57e4753b9bb2fd99e	bac_da5924ba1ff2c30dd489e95369c2fab1	0.0359
bac_b38a20526bd646ff2487a692b67e00df	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1898
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_f9f4ecf4ab4a329454db0729f6590c4d	0.1827
bac_2529bb39885d699e19a299a4fc16405a	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6311
bac_15b86556d51ce10360c4f1575e6003c8	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1938
bac_5646ce441e39d599fde38566fc2a3718	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.392
bac_d99a174a95a9d8b41a24ed307a75f351	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6978
bac_464882d14329426232cde52c51d0b345	bac_da5924ba1ff2c30dd489e95369c2fab1	0.0115
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_de9b20469aa6f012e0778f0a30f3beca	-0.3916
bac_3582c0207b02834a6a098b8ad976036f	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.6315
bac_043ec4509f46b79a46d13dbc919a7924	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.4202
bac_591f0aad0a5b9899f7d5341a892bd16e	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.4796
bac_a3c01770be7485902942c66b05d732c6	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1696
bac_9716273aa8b614eaa0ad05c7f1842c2f	bac_da5924ba1ff2c30dd489e95369c2fab1	0.377
bac_7b110995ba42ff5360e4449295150364	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.1533
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_e1b2a2065fed56a71252c21280552b6f	0.1408
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_fc160a35e57bed442f0cbfdb844cfae1	-0.037
bac_3af4ab40cbc43e983c22a361f5f3acbd	bac_da5924ba1ff2c30dd489e95369c2fab1	0.3941
bac_5d5e543cbbaf6b818a35a8121079b140	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2466
bac_001e299c761b01fe4e92bc79575f7e1f	bac_da5924ba1ff2c30dd489e95369c2fab1	0.6367
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_dd8c8d60bfca3e1df01a4bbff8d3326e	0.3138
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_fd6b681dfd04576bd2faa39c2cd7ff7f	0.0678
bac_1055fe0a6b59638d742ec7075dc33cfd	bac_da5924ba1ff2c30dd489e95369c2fab1	0.4265
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_f18b0846941f368a329f8a95954ce004	0.5607
bac_46f909143dcd72273012d4e16e8e9b96	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2554
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_f1cc37ff19bc586384407bc5f20d30c5	-0.221
bac_7719b0c07387d2f45e9d53bdad373b2a	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.0661
bac_d1fe785a5dc8ddb4ca07575f1da854a6	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.2118
bac_2656fe62a6ca3d61b87c97c24a5679e1	bac_da5924ba1ff2c30dd489e95369c2fab1	0.3064
bac_5476323c7792ed7c0c4c3e27c0f5b3c7	bac_da5924ba1ff2c30dd489e95369c2fab1	0.3835
bac_da5924ba1ff2c30dd489e95369c2fab1	bac_e6abed741cddf509b07cc1b4459cc685	-0.2245
bac_b806e0462569e4b3467b396640400484	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.199
