"SampleID","Site","Type","Order.q","qD","qD.LCL","qD.UCL","SC_star"
"Euk_089","4","sediment_5",2,37.3468178156579,36.5459169797075,38.1477186516083,0.999
"Euk_106","4","tile_d",0,22.2784965955529,20.44921437942,24.1077788116858,0.999
"Euk_106","4","tile_d",1,11.0974588303054,10.814303908784,11.3806137518269,0.999
"Euk_106","4","tile_d",2,8.58509705721988,8.27215535705221,8.89803875738755,0.999
"Euk_109","4","tile_d",0,43.712567728877,41.8293136772726,45.5958217804815,0.999
"Euk_109","4","tile_d",1,24.4938103837771,24.0232999943407,24.9643207732134,0.999
"Euk_109","4","tile_d",2,19.7472238679186,19.2556669330478,20.2387808027894,0.999
"Euk_113","4","tile_d",0,78.3589407261201,73.8903461489436,82.8275353032966,0.999
"Euk_113","4","tile_d",1,27.8295298455033,27.2365491522966,28.42251053871,0.999
"Euk_113","4","tile_d",2,21.8601723115892,21.4001907908408,22.3201538323375,0.999
"Euk_115","4","tile_d",0,96.5347467083944,93.4592111787307,99.6102822380581,0.999
"Euk_115","4","tile_d",1,35.8150304130997,35.1907620779344,36.4392987482649,0.999
"Euk_115","4","tile_d",2,23.880141639626,23.1853274767334,24.5749558025186,0.999
"Euk_116","4","tile_d",0,39.4134052047661,38.0209624767046,40.8058479328275,0.999
"Euk_116","4","tile_d",1,20.1539017039769,19.7744554572349,20.5333479507189,0.999
"Euk_116","4","tile_d",2,15.8478263293273,15.4436545528493,16.2519981058054,0.999
"Euk_125","4","leaf",0,12.8188769467117,11.697922491433,13.9398314019905,0.999
"Euk_125","4","leaf",1,6.59410228457736,6.27995909720624,6.90824547194847,0.999
"Euk_125","4","leaf",2,5.34855675896791,5.05443076601029,5.64268275192554,0.999
"Euk_128","4","leaf",0,54.1283524532115,52.1927429771787,56.0639619292443,0.999
"Euk_128","4","leaf",1,27.4913757509437,26.992317324642,27.9904341772453,0.999
"Euk_128","4","leaf",2,21.5635133822674,21.0478752518128,22.0791515127221,0.999
"Euk_129","4","sediment_20",0,62.5280842019014,61.2800671971712,63.7761012066315,0.999
"Euk_129","4","sediment_20",1,45.1341103297187,44.6240739982015,45.6441466612358,0.999
"Euk_129","4","sediment_20",2,38.301244408479,37.670544944146,38.931943872812,0.999
"Euk_130","4","leaf",0,16.5615639638695,15.5289376451775,17.5941902825616,0.999
"Euk_130","4","leaf",1,7.60904768032401,7.35771859031255,7.86037677033548,0.999
"Euk_130","4","leaf",2,5.94400307311383,5.69873258297342,6.18927356325425,0.999
"Euk_132","4","sediment_20",0,254.407803298986,248.35150072296,260.464105875011,0.999
"Euk_132","4","sediment_20",1,64.4950981105897,63.5695096925588,65.4206865286206,0.999
"Euk_132","4","sediment_20",2,41.3811709827269,40.53903685258,42.2233051128738,0.999
"Euk_140","4","sediment_20",0,552.026592087205,547.796737478088,556.256446696322,0.999
"Euk_140","4","sediment_20",1,283.148938613632,281.563358100691,284.734519126572,0.999
"Euk_140","4","sediment_20",2,191.348356648208,189.214211198605,193.482502097811,0.999
"Euk_143","4","sediment_20",0,963.713706845287,958.620479349605,968.806934340968,0.999
"Euk_143","4","sediment_20",1,554.712949846452,552.785323698106,556.640575994797,0.999
"Euk_143","4","sediment_20",2,418.238827717571,415.616127818947,420.861527616195,0.999
