"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1a665b53ba297803c3ed59afc4cf365c","d__Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia",NA
"82b1f509159d11ed2d954a61fc475679","d__Eukaryota","Ochrophyta","Chrysophyceae","Chrysophyceae","Chrysophyceae","Chrysophyceae",NA
"b503a0c7e9861511641ef72876457bd0","d__Eukaryota",NA,NA,NA,NA,NA,NA
"d259883593d81489c356e93ef8bdc5f7","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA,NA
"9c0c70fbcb76a9099ee7f1f15e7c6e81","d__Eukaryota","Cercozoa","Glissomonadida","Glissomonadida","Glissomonadida","uncultured","metagenome"
"383232b4b1bcf2e58b8ac94653dd7451","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae","Gomphonema",NA
"5d4222cb66984e43a463633fb4613799","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae",NA,NA
"079af87119c30aab475b4f1221ea953e","d__Eukaryota","SAR","Labyrinthulomycetes","Labyrinthulomycetes","Labyrinthulomycetes","Sorodiplophrys","Sorodiplophrys_stercorea"
"2a97094826e52520b141f4de789bb9bd","d__Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"9d2b2402ab8a76804e210f90875f20a4","d__Eukaryota","Amoebozoa","Tubulinea","Euamoebida","Euamoebida","Euamoebida","Hartmannella_cantabrigiensis"
"288a8256c89be6c7becfa5f4096c6aa0","d__Eukaryota",NA,NA,NA,NA,NA,NA
"26032feab6fb021b1136e38c9bdfdd15","Unassigned",NA,NA,NA,NA,NA,NA
"55d1c262bcec0f7a142f9be002553877","d__Eukaryota",NA,NA,NA,NA,NA,NA
"b008d994a4496b1c143f86fb9bbc7dfe","d__Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales","Mychonastes","uncultured_Chlorophyta"
"24cde73f6d049075e6cad42c247e2ac2","d__Eukaryota",NA,NA,NA,NA,NA,NA
"157089b698b5ffe2840b66713bd1b117","d__Eukaryota","Chytridiomycota","Chytridiomycetes","Chytridiales","Incertae_Sedis","Incertae_Sedis","uncultured_Chytridiomycota"
"35948f21a39fd4d86445cb46593e19ae","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Ascogregarina",NA
"2dab80ef40f363636603240417bc7253","d__Eukaryota",NA,NA,NA,NA,NA,NA
"d8f34748080cede0ceb24c93e9bf7ac4","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea",NA,NA
"7f38dd1ebb1d250a4b108e747118abd6","d__Eukaryota","Rotifera","Monogononta","Flosculariacea","Flosculariacea","Flosculariacea","Sinantherina_socialis"
"01bea6f48ccdb11b683f54ff00f73c0f","d__Eukaryota",NA,NA,NA,NA,NA,NA
"98d00b0f05e65089aad71ee926a66a5d","d__Eukaryota",NA,NA,NA,NA,NA,NA
"45d039521bf154cc6f79b48aca4ac4f5","d__Eukaryota","Euglenozoa","Kinetoplastea","Prokinetoplastina","Prokinetoplastina","Ichthyobodo","Ichthyobodo_necator"
"f808fa7b87543264895c54924e46e721","d__Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA
"3f2a3ebfc5a5b247c230529c69949128","d__Eukaryota","LKM15","LKM15","LKM15","LKM15","LKM15",NA
"ebe7d8fb0ec8dcda8399aae80edd425c","d__Eukaryota","Cercozoa","Novel_Clade_Gran-3","Novel_Clade_Gran-3","Novel_Clade_Gran-3","Novel_Clade_Gran-3","uncultured_freshwater"
"0e15fdd0f53c12c25ac798faa4395b81","d__Eukaryota","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"6c26bc0b02e4f24f1a0c367955c1ccb8","d__Eukaryota","Platyhelminthes","Catenulida","Catenulida","Stenostomidae","Stenostomidae","Stenostomum_sp."
"c2bf54d04d3260211519d0756b001848","d__Eukaryota",NA,NA,NA,NA,NA,NA
"6326596caf5730a67163014698e1819a","d__Eukaryota","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"fc31fc9ebc4b070797cb8155fdda3e98","d__Eukaryota",NA,NA,NA,NA,NA,NA
"23d4ca144d8f956d9e2ffb5ac01d4920","d__Eukaryota","Chlorophyta","Chlorophyceae","Chlorophyceae","Chlorophyceae","Chlorophyceae",NA
"4006ab971900032c93b841680ab2a7eb","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Ascogregarina",NA
"aa9bc23b0337fe839529f05cd6770bad","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Ascogregarina",NA
"86c110bbd57ee660c836b02b0878c8d3","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae","Gomphonema",NA
"58a88e2118bca1bbd1de525e3e96feb6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","Rhodobacteraceae_bacterium"
"02718864ae2b2db06dd41f427c50166d","d__Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Helotiaceae","Helotiales_sp."
"3b3de79ccd41cd5b391b3ac0bdd953e2","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep",NA,NA,NA
"2e3aa4f695615de94b78540c25a0f033","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea",NA,NA
"1074aeb5835d7d71f346c040f0845cb2","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_delta"
"da035dc68b1274f869f671178c757d11","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea",NA,NA
"8223966b599ee52b379bf60842b3cae5","d__Eukaryota","Platyhelminthes",NA,NA,NA,NA,NA
"f99910f3a9d67d372a2108fb17e275af","d__Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"bf563d7e0fb9d1d3d4e0b5e82e11ab56","d__Eukaryota","Arthropoda","Insecta","Diptera","Diptera","Diptera","Chironomus_tentans"
"0df6046e00b481dce9d668c703b9577a","d__Eukaryota","Chytridiomycota","Chytridiomycetes",NA,NA,NA,NA
"9c20f39c3f56d01aa8269407e294922f","d__Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",NA,NA
"26d36815ee3bfc7eae91a61b52da0ec6","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,NA
"c0998874fc6d3abf9eff7c5ed68ebab4","d__Eukaryota",NA,NA,NA,NA,NA,NA
"c794463f0041a776b772d575d9114c11","d__Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia",NA
"2ce7cc2e133826c49949bc6219090e67","d__Eukaryota","Cercozoa","uncultured","uncultured","uncultured","uncultured","uncultured_Cercozoa"
"b22df57b2765269887d669f933b41a6d","d__Eukaryota","Chytridiomycota","Chytridiomycetes","Chytridiales",NA,NA,NA
"0d97cce0e5447126b4b8126c15d88527","d__Eukaryota",NA,NA,NA,NA,NA,NA
"13158a55e9c7b986b2829161588bf251","d__Eukaryota",NA,NA,NA,NA,NA,NA
"62acdda3281a06d7f8b6fde98e613fae","d__Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"9b5d864b05a33be9d19e9bb7e3c7d369","d__Eukaryota","Cercozoa","Thecofilosea","Ebriacea","Ebriacea","Ebria","Cercozoa_sp."
"80ca31b1045fb53dd076a9ecedfeed16","d__Eukaryota",NA,NA,NA,NA,NA,NA
"69a3566173ab304126cbbd111cc24c94","d__Eukaryota",NA,NA,NA,NA,NA,NA
"96f6ebf3adc69728a9219b2786484862","d__Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA
"4a67bd4f5fc8812db85912d58ba57a95","d__Eukaryota",NA,NA,NA,NA,NA,NA
"7c64107a009fe91d0d9d7612ab599602","d__Eukaryota",NA,NA,NA,NA,NA,NA
"4225f522b2e7499bc61426f69a1dc2e5","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Tetrahymena",NA
"aeaa598fe480508915ebefdbf1967f00","d__Eukaryota","Cercozoa","Vampyrellidae","Vampyrellidae","Vampyrellidae","Vampyrellidae","Cercozoa_sp."
"7789b54541baafd9eb50255652dd2ce5","d__Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeroptera","Ephemeroptera",NA
"cccc91abfff3830f929e14f0000cd0d6","d__Eukaryota","Platyhelminthes",NA,NA,NA,NA,NA
"d4dfca357ef79bab176e68b1f17741b6","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae","Navicula","Navicula_phyllepta"
"9a130a440807594258130039360dae35","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Peritrichia","Ophrydium_versatile"
"73c614b5bd39783664d32b83c93f2505","d__Eukaryota",NA,NA,NA,NA,NA,NA
"40a94727d9ed73bc64e70e4472c36064","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea",NA,NA
"b99a5574343df5e42ca16b8ff0f28c0b","d__Eukaryota","Chlorophyta","Ulvophyceae","Ulvophyceae","Ulvophyceae","Ulvophyceae",NA
"9b6bc103b64d03aacc4fbde00c56b5b8","Unassigned",NA,NA,NA,NA,NA,NA
"0eafcfe06d68e77dc31337378b1ae803","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"6090337b9713eeb326951068ddf1562b","d__Eukaryota","Rotifera","Monogononta","Ploimida","Ploimida","Ploimida",NA
"2386a32b237a05907166b867900db84e","d__Eukaryota","LKM15","LKM15","LKM15","LKM15","LKM15","uncultured_Eimeriidae"
"10f4b353391ca6fe9fa3ad1cfff7a291","d__Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"6e94b955bb6ed343d8383adbc63dd414","d__Eukaryota","Diatomea","Coscinodiscophytina","Fragilariales","Fragilariales","Fragilaria",NA
"28184a6beaa5450189f8f7b70eb2214f","d__Eukaryota","Chytridiomycota","Chytridiomycetes","Cladochytriales","Nowakowskiellaceae","Nowakowskiella","Nowakowskiella_elegans"
"ce067605c058a768ffec55befdaf2083","d__Eukaryota","Diatomea","Coscinodiscophytina","Coscinodiscophytina","Melosirids","Aulacoseira",NA
"53b0bb0ada33841cd061dea4e13cc852","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Hypotrichia","Tachysoma_pellionellum"
"d2456c61e1a7bf680b7684cf125998e2","d__Eukaryota","Rotifera","Monogononta","Ploimida","Ploimida","Ploimida",NA
"e41550e0bf17081e6bbe7a780e1285a6","d__Eukaryota",NA,NA,NA,NA,NA,NA
"4a8e4415695e62c56671ca0084332646","d__Eukaryota",NA,NA,NA,NA,NA,NA
"c7c2fd18131fd6dbb31d909cf220c2be","d__Eukaryota","Gastrotricha","Gastrotricha","Chaetonotida","Chaetonotida","Chaetonotida","Halichaetonotus_schromi"
"906292d098b7d9e6a63f6cba364e3e83","d__Eukaryota",NA,NA,NA,NA,NA,NA
"621f50186349af26cea68a48bd7d000a","d__Eukaryota",NA,NA,NA,NA,NA,NA
"188b30552e9c5268925f3eb358056090","d__Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA
"55e8ea2b119a42f6c259517b4c47dea2","d__Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Gymnophrys","Gymnophrys_cometa"
"74e2e8f4fb3e532116c2c6c38332829e","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Ascogregarina",NA
"01fef06914caa85cfa1676d640c704dc","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV114","uncultured_Crater"
"bacd0b166f16485a5c0a1174b87aaa29","d__Eukaryota",NA,NA,NA,NA,NA,NA
"d1a3529f448f36a60ee54c87227e1ac4","d__Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae",NA,NA
"88bd75b39d216a0b45590c98e89984d4","Unassigned",NA,NA,NA,NA,NA,NA
"7a22de9bc72bce685c64b4a4565e3fe9","d__Eukaryota","Phragmoplastophyta","Embryophyta","Magnoliophyta","Magnoliophyta","Magnoliophyta",NA
"6ead9747707f082b92cb71b75e4fd736","d__Bacteria",NA,NA,NA,NA,NA,NA
"fcea007fcb69aed9550ea8fa54769cef","d__Eukaryota",NA,NA,NA,NA,NA,NA
"e6b1bca0c074bd4f6d689f84f7bc7d28","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae",NA,NA
"52c5fc5baddd897dde08934f8dd48ce5","d__Eukaryota",NA,NA,NA,NA,NA,NA
"54ba859fed17a7ebc541c371d8399b42","d__Eukaryota",NA,NA,NA,NA,NA,NA
"a411c23e9166f36578f6d06aa939b0f2","d__Eukaryota",NA,NA,NA,NA,NA,NA
"ad313e6e4062adb447a23bb74940c0c2","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Tetrahymena",NA
"62616b87049d2f157e0d037b1868cf78","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep",NA,NA,NA
"58e5bcbbe4057aca443056b735432c3e","d__Eukaryota",NA,NA,NA,NA,NA,NA
"27fd6b90b15509aa0942f9b4feb12346","d__Eukaryota","Amoebozoa","Discosea","Dactylopodida","Dactylopodida","Korotnevella","uncultured_eukaryote"
"e098c88c1bb73f007ecb9482f4c4a931","d__Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeroptera","Ephemeroptera",NA
"95f5c9326b0bfbeacbe35afffd4414a5","d__Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema","uncultured_marine"
"e19d18be2e78219bbc97943b09824420","d__Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","Neobodonida","Neobodonida","Rhynchobodo_sp."
"f784f52f2cab9807edfc41d7b4675eaa","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"f9342a2c352d48629c565bb6a756b185","d__Eukaryota","Cercozoa","Cercomonadidae","Cercomonadidae","Cercomonadidae","Paracercomonas",NA
"9e9534af7908fc1d61c5b23dc1c5f55e","d__Eukaryota","Rotifera","Monogononta","Ploimida","Ploimida","Ploimida",NA
"79f4a2bdd7e2e13a94fcba8e9dc32f18","d__Eukaryota",NA,NA,NA,NA,NA,NA
"a2260ea4fbcf7cbb2cd5132aa9bc421f","d__Eukaryota",NA,NA,NA,NA,NA,NA
"193cff259b4edd253b25c1400838e4ed","d__Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea","Stentor","Stentor_roeselii"
"2a897c52f915c0e27dd4c983adf1b863","d__Eukaryota","Chytridiomycota","Chytridiomycetes","Rhizophydiales","Rhizophydiales","Rhizophydiales","uncultured_Chytridiomycota"
"1bbd0d45f57954acbeaf5c3726256350","d__Bacteria",NA,NA,NA,NA,NA,NA
"173dba3fb56114aaf7b93916e8ca1788","d__Eukaryota",NA,NA,NA,NA,NA,NA
"875a09454f04bd10a44f2a8967cd2982","d__Eukaryota","Tardigrada","Eutardigrada","Parachela","Parachela","Parachela","Hypsibius_dujardini"
"6f61a7f5d556ec9be98a73851dd14c78","d__Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinales","Chrysochaete","Chrysochaete_britannica"
"be07f8e4ee20b6be42763354511e752f","Unassigned",NA,NA,NA,NA,NA,NA
"fabadda19c7df73098f3a38331266252","d__Eukaryota","Arthropoda","Insecta","Diptera","Diptera","Diptera",NA
"438e255fecd60fe7349b1d40d927509f","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Eugregarinorida","Apicomplexa_sp."
"9aa6f37dfc44b251dc7d40dc45c82f6a","d__Eukaryota","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"cf8c1d7dcaeef4cef616518253725fae","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae",NA,NA
"46f1db0f78a5fe65e596221bddaf71bc","d__Eukaryota","Platyhelminthes",NA,NA,NA,NA,NA
"a9734ec97efad046da5b652c1c45a7d6","d__Eukaryota","SAR","Labyrinthulomycetes","Labyrinthulomycetes","Labyrinthulomycetes","Sorodiplophrys","Sorodiplophrys_stercorea"
"73b351b8237db17d42a130d6f2cf795b","d__Eukaryota","Annelida","Clitellata","Haplotaxida","Haplotaxida","Haplotaxida","Stylaria_sp."
"6287ffbf7770d64925b59ec45e2e65f8","d__Eukaryota","Cercozoa","Cercomonadidae","Cercomonadidae","Cercomonadidae","Cercomonas","Paracercomonas_sp."
"1a17330a2b508d3591fa7e41041863f0","d__Eukaryota","Euglenozoa","Euglenida","Heteronematina","Heteronematina","Petalomonas","uncultured_eukaryote"
"cca6ae26d27f569b67d3fa1087a7fd03","d__Eukaryota",NA,NA,NA,NA,NA,NA
"3a760a7b625d662dc4834cd6ca08a43b","d__Eukaryota",NA,NA,NA,NA,NA,NA
"e475b2ae2b9642b77c27f2a08b496f32","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"2fbcc8cd9dc56a31ee00e2140b9bbc1d","d__Eukaryota",NA,NA,NA,NA,NA,NA
"c5b70e087b0ba1c909983838a2b0ba00","d__Eukaryota",NA,NA,NA,NA,NA,NA
"d709eb491b167163da90c2acf1b150f5","d__Eukaryota","Ochrophyta","Chrysophyceae","Chrysophyceae","Chrysophyceae","Chrysophyceae",NA
"095677a35ff463e896c8148167ce7e50","Unassigned",NA,NA,NA,NA,NA,NA
"1edcb4c0a769384ea971ef4c607be9ec","d__Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira_japonica"
"8033a4aed918489810b2b23deaf649b3","d__Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"80845a05ed10d9b4fa4a5e8859591fea","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA
"6e622f28614b508b9a93ab7106b9e164","d__Eukaryota","Rotifera","Bdelloidea","Adinetida","Adinetida","Adinetida",NA
"b15029b12012d8f70db4d26b4523aa2e","d__Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea","Stentor","Stentor_roeselii"
"e0e548979ff513c6e8d439eb09d76983","d__Eukaryota","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"0ca13d43c3cc58a5ef7f79c6a741ede1","d__Eukaryota",NA,NA,NA,NA,NA,NA
"e34530b10f4b6e9fec02f8a7596a6c30","d__Eukaryota",NA,NA,NA,NA,NA,NA
"a89f4bbfa6adeb7ff5f8d3b5b07791b5","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae","Navicula","Navicula_phyllepta"
"1215b8e552248511f6b1b430f909639b","d__Eukaryota","Centrohelida","Centrohelida","Centrohelida",NA,NA,NA
"e8513b987ba0e94a4cd6e9552090eb2e","d__Eukaryota","Euglenozoa","Kinetoplastea","Prokinetoplastina","Prokinetoplastina","Ichthyobodo","Ichthyobodo_necator"
"421875ba500e118250698a56c93c1f03","d__Bacteria",NA,NA,NA,NA,NA,NA
"c6ccabf21d61933800c25de86a7e93e3","d__Eukaryota","Cercozoa","Cercomonadidae","Cercomonadidae","Cercomonadidae",NA,NA
"5a13f792bd6335bddcba7a40ed00a037","Unassigned",NA,NA,NA,NA,NA,NA
"ec69300095dafe12b5c14c9e8658b80d","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"b3ff42f6c202d773753188118261a40b","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA
"b0019ab7eade94049e6e2ae7fe9031e2","d__Bacteria",NA,NA,NA,NA,NA,NA
"df04dcbd6dca86ab741571bb5c9cccca","d__Eukaryota","Phragmoplastophyta","Embryophyta","Magnoliophyta","Magnoliophyta","Magnoliophyta",NA
"9fa03e2f5df83a303eca83f315572e88","d__Eukaryota","Chlorophyta","Ulvophyceae","Ulvophyceae","Ulvophyceae","Ulvophyceae","Hazenia_basiliensis"
"f897a0b709b847011fab4b344a8d8b35","d__Eukaryota",NA,NA,NA,NA,NA,NA
"14894e9222cbccda4ac9d8cddd22355b","d__Eukaryota","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"3790fe9f52b38b9a4010fede49ee1ae5","d__Eukaryota",NA,NA,NA,NA,NA,NA
"1daa930feadc87988b3487c6de253f8d","d__Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae",NA,NA
"6e11e98e7b56b838a68e74a973f8da6c","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina",NA,NA,NA
"f7825e0e36be4c01ba12f8145002e2b0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"2d513fe76d0a1ef4c31361b0dd591186","d__Eukaryota","SAR","Labyrinthulomycetes","Labyrinthulomycetes","Labyrinthulomycetes","Sorodiplophrys","Sorodiplophrys_stercorea"
"d74780dd8a6dfcbbe4ffac0ab7e8a2a9","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnidium",NA
"8ba25be278150a63251be61ab79c41e8","d__Bacteria",NA,NA,NA,NA,NA,NA
"e633e2d89b51ef958b6878a9617f98ed","d__Eukaryota","Zoopagomycota","Incertae_Sedis","Harpellales",NA,NA,NA
"a2ae53ed9b0bed53a968bf4ced338a50","d__Eukaryota",NA,NA,NA,NA,NA,NA
"bc483dd90702f52e47c95b55c295537e","d__Eukaryota","Chytridiomycota","Chytridiomycetes","Chytridiales","Incertae_Sedis","Incertae_Sedis","uncultured_Chytridiomycota"
"24920fe2989ce0f581cd18a81f7e16e8","d__Eukaryota","Cercozoa","uncultured","uncultured","uncultured","uncultured","uncultured_Cercozoa"
"fd378284eba7fca424790c76f26ad628","d__Eukaryota","Arthropoda","Insecta","Diptera","Diptera","Diptera",NA
"1a86bb6ce97de7b4409a6566c050ea4d","d__Eukaryota","Ochrophyta","Chrysophyceae","Ochromonadales","Ochromonadales","Paraphysomonas","eukaryotic_picoplankton"
"3cb4f28e97fefc0b915da9e880c91232","d__Eukaryota","Arthropoda","Insecta","Diptera","Diptera","Diptera",NA
"0e9157abf6befc7717380960f9f5f98b","d__Eukaryota","Platyhelminthes","Catenulida","Catenulida","Stenostomidae","Stenostomidae","Stenostomum_sp."
"980a25f5093954c131910c66be33f7c2","d__Eukaryota",NA,NA,NA,NA,NA,NA
"f5c57b09a759800729e3ff1f86adc747","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Dexiotricha","Dexiotricha_elliptica"
"3f6ea157454dd1b1f2c786a4b388921e","Unassigned",NA,NA,NA,NA,NA,NA
"4f03830a9214a9f3b52cec50ceff1e11","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Hypotrichia",NA
"0c9fa49f6ed1322166d160ac83902bc5","d__Eukaryota",NA,NA,NA,NA,NA,NA
"5cb2e6938a8be5800fcce5b4cc026f6e","Unassigned",NA,NA,NA,NA,NA,NA
"6e108259279fff6bf0cdf526f598e55e","d__Eukaryota","LKM15","LKM15","LKM15","LKM15","LKM15","metagenome"
"7e5311d945fdd44d9b0ffaecf7572e9d","d__Eukaryota","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatida",NA,NA
"f950d60967a6c52db137608f611a2d61","d__Eukaryota",NA,NA,NA,NA,NA,NA
"04d355ee7b21c86d10e9f9da4c3275fe","d__Eukaryota","Ochrophyta","Chrysophyceae","P34.45","P34.45","P34.45","eukaryotic_picoplankton"
"c501fb0ee323aa0dc75c8c8a11f5229b","d__Eukaryota","Cercozoa","Thecofilosea","Cryomonadida",NA,NA,NA
"bcb5e3c3b58296323e31192d147f17a2","d__Eukaryota",NA,NA,NA,NA,NA,NA
"2243722c6055668096c50c361b3dfe26","d__Eukaryota",NA,NA,NA,NA,NA,NA
"48f058b44bf64ee7b57bae93b41de860","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula_sp."
"3513790d83c15f8a2c660138cefa1af1","d__Eukaryota",NA,NA,NA,NA,NA,NA
"e919b53992e1a4688720a56e0459d043","d__Eukaryota",NA,NA,NA,NA,NA,NA
"35a190cb9be5d85d52a3a77822e7f690","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Peritrichia","uncultured_eukaryote"
"4f6ae2969fac3c0dc3efc1c29af54425","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Ascogregarina",NA
"45f87e076ccce4d320f1a9ddec2a95ed","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Euplotes",NA
"73a51989fcf3f4cdd991b8ac975e7db6","d__Eukaryota","Rotifera","Monogononta","Ploimida","Ploimida","Ploimida",NA
"ea595d1dd313e0da90ba51ee9d0d7f40","d__Eukaryota","Ochrophyta","Eustigmatophyceae","Eustigmatales","Eustigmatales","Nannochloropsis",NA
"37ce0749d66f8246f79a742dd19337b7","d__Eukaryota",NA,NA,NA,NA,NA,NA
"a041f95e67f8fe2c2f4820c763c50ca2","d__Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Gregarina","Enterocystis_dorypterygis"
"a5c8a730116fb97a29ad1e0d53fbc973","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"908fb9f3125736bc2fce4381ba11477a","d__Eukaryota","Cercozoa","Thecofilosea","Cryomonadida",NA,NA,NA
"9bfb798ff31a9631c46ed52ff83928a7","d__Eukaryota","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"93d9b5e593f7292539490d1b730efbb7","d__Eukaryota","Chlorophyta","Ulvophyceae","Ulvophyceae","Ulvophyceae","Ulvophyceae",NA
"f5836ffd9915acc1947bcba174392b66","d__Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA
"2e067abdb8ff34038c9577ec6ab6a1d0","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,NA
"e3d48ed0dc8521ac3c94a1d62bd6093b","d__Eukaryota","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"1e0c69e11edd86fe88b4f50c65e792f2","d__Eukaryota",NA,NA,NA,NA,NA,NA
"0f56dfeaedac3c5c2ce4224af91dc526","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Peritrichia","Ophrydium_versatile"
"6a62773be78e754cdd50ce5102c8a3d6","d__Eukaryota","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"124dfa7042b24c8e3bd9829a37f6ae73","d__Eukaryota","Gastrotricha","Gastrotricha","Chaetonotida","Chaetonotida","Chaetonotida","uncultured_eukaryote"
"55b7ebad4ec79bff681fc4b410db401f","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Peritrichia","Ophrydium_versatile"
"69b5d3dd96d0ab5aa6fed1b5ae3969cb","Unassigned",NA,NA,NA,NA,NA,NA
"7a2526de457b213e208d36d91deccaf3","d__Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Scuticociliatia","uncultured_ciliate"
