category,n_nodes,n_edges,density,transitivity,mean_deg,pos_ratio,neg_ratio,modularity,hub_rel5p
Bac–Bac,187,5116,0.29417514806509115,0.48864802360931536,54.716577540106954,0.6505082095387021,0.34949179046129786,,0.053475935828877004
Fun–Fun,175,3827,0.25136288998357964,0.4347761903980842,43.73714285714286,0.654559707342566,0.34544029265743403,,0.05714285714285714
Bac–Fun,362,8528,0.13051529667436984,0.0,47.11602209944751,0.3128517823639775,0.6871482176360225,,0.052486187845303865
Bac–Euk,48,47,0.041666666666666664,0.0,1.9583333333333333,0.3191489361702128,0.6808510638297872,,1.0
Fun–Euk,36,35,0.05555555555555555,0.0,1.9444444444444444,0.6,0.4,,1.0
Euk–Euk,0,0,0.0,,0.0,,,,
