feature1	feature2	r
bac_a30256b75e77270e84f5876c2d62c7da	bac_c6bbbf4397e9e45d7c6ea4a2b431881c	0.0488
bac_703c27d5de4f840df6b5048b620304b4	bac_a30256b75e77270e84f5876c2d62c7da	-0.1322
bac_978324fe7e81e27609a58e46552282ab	bac_a30256b75e77270e84f5876c2d62c7da	-0.1371
bac_a30256b75e77270e84f5876c2d62c7da	bac_d1fe785a5dc8ddb4ca07575f1da854a6	-0.1029
bac_9e8a3cdd5a1cec2fa45422b291b1d1a5	bac_a30256b75e77270e84f5876c2d62c7da	0.295
bac_a30256b75e77270e84f5876c2d62c7da	bac_fd486d0309ed1d6734f7eba1243e88f8	-0.0354
bac_2f3de2bca7077a59f018a27115e59e27	bac_a30256b75e77270e84f5876c2d62c7da	-0.2053
bac_6cbd6c441c8699e0ea83ec4a923e77ab	bac_a30256b75e77270e84f5876c2d62c7da	0.0649
bac_5476323c7792ed7c0c4c3e27c0f5b3c7	bac_a30256b75e77270e84f5876c2d62c7da	0.0527
bac_a30256b75e77270e84f5876c2d62c7da	bac_fa5a6917885ac69adcbce7ec6a3f3577	-0.0202
bac_a30256b75e77270e84f5876c2d62c7da	bac_e6abed741cddf509b07cc1b4459cc685	-0.1219
bac_a30256b75e77270e84f5876c2d62c7da	bac_b806e0462569e4b3467b396640400484	0.1198
bac_20b6227ebfc10c05469062ce91fa053e	bac_a30256b75e77270e84f5876c2d62c7da	0.2767
bac_4f4dbbbc8cefdfaeaba5041bcd40eda8	bac_a30256b75e77270e84f5876c2d62c7da	-0.187
bac_35800cf1a01d2fb458a18105b259edb9	bac_a30256b75e77270e84f5876c2d62c7da	-0.1686
bac_a30256b75e77270e84f5876c2d62c7da	bac_c7fa597481ad292d9910ad3bb3714460	0.2863
bac_a30256b75e77270e84f5876c2d62c7da	bac_cb41fd40c905473f164c773e54eae7af	0.1526
bac_a30256b75e77270e84f5876c2d62c7da	bac_b81e6cc5c2412f460e7c4b4301a52fae	0.0237
bac_67fe68b10effbc7af1e15eb1d66f58af	bac_a30256b75e77270e84f5876c2d62c7da	0.079
bac_716256f8168e325a3927d14b743a8fcb	bac_a30256b75e77270e84f5876c2d62c7da	0.0736
bac_05caf4a22a9ec9a9e2992ce7f6ddfd82	bac_a30256b75e77270e84f5876c2d62c7da	-0.1164
bac_2c8a7427c65affce1cc42b4e460f6499	bac_a30256b75e77270e84f5876c2d62c7da	-0.0074
bac_0a7a72cf0cbf9f815d62c85dfa0b269a	bac_a30256b75e77270e84f5876c2d62c7da	-0.0417
bac_8ca25cff5041670fa16425fb32d6e613	bac_a30256b75e77270e84f5876c2d62c7da	0.0034
bac_0d0e934aa58307b968617138046a38e7	bac_a30256b75e77270e84f5876c2d62c7da	-0.1147
bac_a30256b75e77270e84f5876c2d62c7da	bac_afaafb1610d653ad3c42c8b910939c71	-0.0934
bac_a30256b75e77270e84f5876c2d62c7da	bac_f359d6b12d6df77fce3684238719e6c2	0.0083
bac_3e6499f1f492d2218c1c22ae6c0af0e5	bac_a30256b75e77270e84f5876c2d62c7da	0.1512
bac_a30256b75e77270e84f5876c2d62c7da	bac_d9167401bdb1cbc3adbe3b11517663eb	0.2367
bac_7b9d573ab1c7718297c5c34b394b7fc5	bac_a30256b75e77270e84f5876c2d62c7da	0.0176
bac_535104b102af17dc77ba30a4563966c4	bac_a30256b75e77270e84f5876c2d62c7da	-0.0833
bac_077241b823a43a225d95704db6bd6c84	bac_a30256b75e77270e84f5876c2d62c7da	0.108
bac_a30256b75e77270e84f5876c2d62c7da	bac_ecc5aaa726aa004e8fffcf14efc9623d	0.0141
bac_31494407a5f81d45e76aec9be4e2f3e3	bac_a30256b75e77270e84f5876c2d62c7da	0.226
bac_5320f74a0ac18a7e8d21f58e0e385026	bac_a30256b75e77270e84f5876c2d62c7da	0.0323
bac_2d30211ca83dbaba57bb7d08b25f6cee	bac_a30256b75e77270e84f5876c2d62c7da	0.284
bac_0ba8f372de4de2dc80ce87f523233c9f	bac_a30256b75e77270e84f5876c2d62c7da	-0.0406
bac_a30256b75e77270e84f5876c2d62c7da	bac_bcf0a94c719792e52c9e21ffc7b41f81	0.0201
bac_a30256b75e77270e84f5876c2d62c7da	bac_ac2d7285ae1dae8d053a97ef343d8959	0.1655
bac_8c6fc72823fb05802cbac1d4c143bf25	bac_a30256b75e77270e84f5876c2d62c7da	-0.0713
bac_a30256b75e77270e84f5876c2d62c7da	bac_b5295172e6c0b86fb736995b90829e37	0.2277
bac_a30256b75e77270e84f5876c2d62c7da	bac_f7b56dac2b908e79a4f3dbb070b45f29	0.0923
bac_5a87eaf83cfc98b7c1604bf380a5c720	bac_a30256b75e77270e84f5876c2d62c7da	-0.0032
bac_9731ee3f8e546a43b629ef0c319336f0	bac_a30256b75e77270e84f5876c2d62c7da	0.0392
bac_a30256b75e77270e84f5876c2d62c7da	bac_a8aa3dc30871bdf25d0cd12cf2a4e662	0.3729
bac_088bf73cbe014bbfbeb48239b80fe1b7	bac_a30256b75e77270e84f5876c2d62c7da	-0.1869
bac_a30256b75e77270e84f5876c2d62c7da	bac_ff891c66131b8d6acb62e0aeb502d6be	-0.0258
bac_7dfb88e682beaefde7eb8553d81b3cd6	bac_a30256b75e77270e84f5876c2d62c7da	-0.1103
bac_5732992f8a6309f06e9194070981e0f7	bac_a30256b75e77270e84f5876c2d62c7da	0.2198
bac_a30256b75e77270e84f5876c2d62c7da	bac_d1316b26e5350da36e6456499ecdfe18	0.0297
bac_a30256b75e77270e84f5876c2d62c7da	bac_ba250e2d70ba8e9c0caf1e10e4acbef6	-0.07
bac_15a5c4df76ec68b9e4ea4c1f67d02411	bac_a30256b75e77270e84f5876c2d62c7da	0.0607
bac_a30256b75e77270e84f5876c2d62c7da	bac_f480c453c7cf107e706e3f573d220186	0.0779
bac_076df5bf23e82971211d273c0350b9fa	bac_a30256b75e77270e84f5876c2d62c7da	-0.0712
bac_526451066d0804676eaa702b980cf439	bac_a30256b75e77270e84f5876c2d62c7da	-0.0115
bac_a30256b75e77270e84f5876c2d62c7da	bac_f8a44c643c11001c3520cb41b16ed66c	-0.0372
bac_15144e020be87b8119d01a83c1ad4c9f	bac_a30256b75e77270e84f5876c2d62c7da	-0.2384
bac_a30256b75e77270e84f5876c2d62c7da	bac_de3519a6bc05eb99db03a7ce84092a53	0.0494
bac_a30256b75e77270e84f5876c2d62c7da	bac_c453a246abad8aaac3c9b9e4c6b239e4	-0.0695
bac_1a6207cb01a4f6c2f9994f13fa6f7d52	bac_a30256b75e77270e84f5876c2d62c7da	0.3516
bac_a30256b75e77270e84f5876c2d62c7da	bac_dc606036a2850e41e4b7ead869d72081	-0.0418
bac_a30256b75e77270e84f5876c2d62c7da	bac_ef970b15e27ea5ae211ec5d5082f6035	0.4312
bac_0a18941714058e5b39192aad26ae2650	bac_a30256b75e77270e84f5876c2d62c7da	-0.1061
bac_a30256b75e77270e84f5876c2d62c7da	bac_d0c0bce2418d2bcd2c50b05a0180ca16	-0.0881
bac_020a532ccb0471ac0aaee63f30c7f373	bac_a30256b75e77270e84f5876c2d62c7da	0.4182
bac_47c853dd0cbc2140c684e366ce001043	bac_a30256b75e77270e84f5876c2d62c7da	-0.1816
bac_693925a57276f8a3cac1a9c3e15087fc	bac_a30256b75e77270e84f5876c2d62c7da	-0.1698
bac_a30256b75e77270e84f5876c2d62c7da	bac_fc672ff88dc475b143532167712d4329	0.0432
bac_42080baba6f05a972a4ceb625c496db0	bac_a30256b75e77270e84f5876c2d62c7da	0.048
bac_0de31c8a0a4fd7950cf7e2ead916f094	bac_a30256b75e77270e84f5876c2d62c7da	0.072
bac_4523b21dd6cbf01ee1ff11f5f9a8136b	bac_a30256b75e77270e84f5876c2d62c7da	0.0826
bac_1987f36bec5daf13a337e4e4cacf3074	bac_a30256b75e77270e84f5876c2d62c7da	-0.0757
bac_72f54ba21704c606de94d4a050cda4f9	bac_a30256b75e77270e84f5876c2d62c7da	-0.1728
bac_2beb082b2d5e2492e737a39ca222bf7b	bac_a30256b75e77270e84f5876c2d62c7da	-0.1158
bac_6462a248c005a3333efd98e2a7733784	bac_a30256b75e77270e84f5876c2d62c7da	-0.1985
bac_6bb10da87ff975d728e853a2724c66b6	bac_a30256b75e77270e84f5876c2d62c7da	0.3514
bac_a30256b75e77270e84f5876c2d62c7da	bac_cc9d571659d69eede9baf3f62bd6e022	0.1201
bac_5c95a52f91ad839c41a1d658a87d59f5	bac_a30256b75e77270e84f5876c2d62c7da	-0.0173
bac_a30256b75e77270e84f5876c2d62c7da	bac_f3427760cf54dab539bb77c55869dc36	0.1993
bac_5f7a011f40b37e1bb338bf11d26d1c5a	bac_a30256b75e77270e84f5876c2d62c7da	0.0221
bac_a30256b75e77270e84f5876c2d62c7da	bac_d20c3ad6689ea0b00f85a6155088343c	0.1235
bac_20b14741ebab12eff84c72bf8a5684d9	bac_a30256b75e77270e84f5876c2d62c7da	0.0361
bac_062a6a281337608b3d5a398a86f3791d	bac_a30256b75e77270e84f5876c2d62c7da	-0.0059
bac_17612e92900c5c617b3cc92eb580c94d	bac_a30256b75e77270e84f5876c2d62c7da	-0.1566
bac_a30256b75e77270e84f5876c2d62c7da	bac_e1f04d3e8ca530126e01a72b01ff480d	-0.0667
bac_3200808fcf387a5098ab9215d6dfbfe4	bac_a30256b75e77270e84f5876c2d62c7da	0.0693
bac_990e86dabe6aa3bbab93f5e100a1589f	bac_a30256b75e77270e84f5876c2d62c7da	-0.0238
bac_815b38163ce5a7cf45681b568f5a5a70	bac_a30256b75e77270e84f5876c2d62c7da	0.0275
bac_a30256b75e77270e84f5876c2d62c7da	bac_f33de0f262530e1ddb20864955a61ac9	-0.0434
bac_a30256b75e77270e84f5876c2d62c7da	bac_b4f2bcc9e114a0c86f604bba1a467f69	-0.0677
bac_19c3eb7f2d7ffcdf82b0cd28433665b5	bac_a30256b75e77270e84f5876c2d62c7da	0.047
bac_0b836220dd480a937000e44bdcaeecb9	bac_a30256b75e77270e84f5876c2d62c7da	0.0344
bac_0edc05b786be3adcb6b41fbab1e45225	bac_a30256b75e77270e84f5876c2d62c7da	0.0981
bac_a30256b75e77270e84f5876c2d62c7da	bac_b8d105ad406e02236f4abc375b8726de	0.239
bac_a30256b75e77270e84f5876c2d62c7da	bac_c12352f26379572e5a4874b204d859bb	0.0073
bac_a30256b75e77270e84f5876c2d62c7da	bac_f2834baca9640ad8c7e5240eb729f0fe	-0.0596
bac_1a83bf29475abe8d343803bb3099251e	bac_a30256b75e77270e84f5876c2d62c7da	0.4615
bac_72b7d3ec913c89fc84037fb8f5336c57	bac_a30256b75e77270e84f5876c2d62c7da	0.0176
bac_6fd1f5b988985e0e73faf414dff13fb5	bac_a30256b75e77270e84f5876c2d62c7da	-0.144
bac_a30256b75e77270e84f5876c2d62c7da	bac_d66de631726b8583550a7cc96ced533e	0.4451
bac_1ffe69088312af39f4b301a6ed9983f1	bac_a30256b75e77270e84f5876c2d62c7da	0.3467
bac_9fd15d3d645cabcf0ad4aeab2225ce3d	bac_a30256b75e77270e84f5876c2d62c7da	-0.0804
bac_a30256b75e77270e84f5876c2d62c7da	bac_a98dec59b5fe7d13fa54b825d7363d31	-0.0428
bac_a30256b75e77270e84f5876c2d62c7da	bac_bb99302be6d09f6eb71b9f4da9c656c5	-0.1338
bac_0ee468d83e463122fba58876980c7a41	bac_a30256b75e77270e84f5876c2d62c7da	-0.1236
bac_5421aaf234cfb47f14080dbd343ca4c1	bac_a30256b75e77270e84f5876c2d62c7da	0.3566
bac_a30256b75e77270e84f5876c2d62c7da	bac_a5c7281402b51c653de350903fa4bb04	-0.0369
bac_4715d00a2315b24a3fcc1b66ae839a94	bac_a30256b75e77270e84f5876c2d62c7da	0.0273
bac_9e321e51f6505c6746a761f6dc55e7f7	bac_a30256b75e77270e84f5876c2d62c7da	0.3026
bac_a30256b75e77270e84f5876c2d62c7da	bac_a9fcc331b4725affdbf11d219a193ece	-0.0831
bac_48577e901e3c3c456e51cbc42d9e1787	bac_a30256b75e77270e84f5876c2d62c7da	0.3042
bac_13aa4b30a45dad70c3ed431c8c184c6c	bac_a30256b75e77270e84f5876c2d62c7da	0.2412
bac_a30256b75e77270e84f5876c2d62c7da	bac_eb36645d7872c6e957cb1a751885e92e	0.1645
bac_581fb68a5a79dbbb31bfaa8ed3d789f4	bac_a30256b75e77270e84f5876c2d62c7da	0.0561
bac_a30256b75e77270e84f5876c2d62c7da	bac_a51aabc18b8d13346756da5cba58b9f7	0.2778
bac_5076e54a5b161b6fbbbe8f6c43eff9fa	bac_a30256b75e77270e84f5876c2d62c7da	0.0204
bac_a30256b75e77270e84f5876c2d62c7da	bac_a5a83795c19d4850bbdfb7ee179e1a58	-0.0476
bac_a30256b75e77270e84f5876c2d62c7da	bac_ac027d8720c821776376a5ea332f8ff5	-0.1852
bac_a30256b75e77270e84f5876c2d62c7da	bac_b25c21270199cc7e624f8fa2beaa1052	-0.1861
bac_a30256b75e77270e84f5876c2d62c7da	bac_ecdf1e0b7206cb6e5965471c7a7dda9d	0.0495
bac_90a634fef584638a5861ac4f26074d88	bac_a30256b75e77270e84f5876c2d62c7da	-0.0985
bac_6d8f31f63c5e69c3e877edf2757ab015	bac_a30256b75e77270e84f5876c2d62c7da	0.4302
bac_a30256b75e77270e84f5876c2d62c7da	bac_db5e75aa69dc12d2c0b20c2e918d5bff	0.0353
bac_8f0130c75c621be2fa74ea558b46ff5e	bac_a30256b75e77270e84f5876c2d62c7da	-0.0865
bac_618f7008be6bd049df1ea7581d394ab9	bac_a30256b75e77270e84f5876c2d62c7da	-0.1972
bac_2422db020a19edf8d6a19babefd48aef	bac_a30256b75e77270e84f5876c2d62c7da	0.1388
bac_30481a5d312e05b559fe9156b8f0abee	bac_a30256b75e77270e84f5876c2d62c7da	0.2416
bac_84068407639bc84d47f40015221ea4e4	bac_a30256b75e77270e84f5876c2d62c7da	0.3969
bac_340a48970e248a368a25e7a4f0943b38	bac_a30256b75e77270e84f5876c2d62c7da	-0.0016
bac_840bde91c031948aaa5f8312a3d4d62d	bac_a30256b75e77270e84f5876c2d62c7da	0.2578
bac_4396b241079dfac056c09bd88cdd9963	bac_a30256b75e77270e84f5876c2d62c7da	-0.0276
bac_642d2a43a0d5f6a1be11918cbcc13fca	bac_a30256b75e77270e84f5876c2d62c7da	0.398
bac_3b55620dcd43cf9c3b1362028ffe2da3	bac_a30256b75e77270e84f5876c2d62c7da	0.0633
bac_a30256b75e77270e84f5876c2d62c7da	fun_0167ba52b37db72a6e74b1ffdf1e8c7c	0.077
bac_a30256b75e77270e84f5876c2d62c7da	fun_01eac8bbcb29488982fcff6a1bc04847	-0.2627
bac_a30256b75e77270e84f5876c2d62c7da	fun_0524318733f878058e4606b2306dc1a5	-0.0184
bac_a30256b75e77270e84f5876c2d62c7da	fun_06cfcbf25674fdf39cf677004d947765	-0.1139
bac_a30256b75e77270e84f5876c2d62c7da	fun_06e6ea6ae4b943568ace88db8128520b	0.26
bac_a30256b75e77270e84f5876c2d62c7da	fun_06f8d41be81eaee8ce118fd6a6917570	-0.1823
bac_a30256b75e77270e84f5876c2d62c7da	fun_0729e9fcffd1962b7a39b3d93902e0f3	0.0204
bac_a30256b75e77270e84f5876c2d62c7da	fun_09f70a3943cbdf8905cd01a456c50098	-0.1748
bac_a30256b75e77270e84f5876c2d62c7da	fun_0a78cfc5f61db7e320fd3b2466e8d884	-0.1324
bac_a30256b75e77270e84f5876c2d62c7da	fun_0aa84d7f105e25afc127f6dd778d8ca6	-0.0301
bac_a30256b75e77270e84f5876c2d62c7da	fun_0caff3ea96200df0218aa344b0f3dc1e	-0.1675
bac_a30256b75e77270e84f5876c2d62c7da	fun_0e4a4b1cd4283317ad2fe0dc25a07b9d	-0.0395
bac_a30256b75e77270e84f5876c2d62c7da	fun_0e9e31f5b9fc1235aaa1f8238c384a26	-0.0841
bac_a30256b75e77270e84f5876c2d62c7da	fun_0f2391ae814368a77e456e4357192e31	0.0749
bac_a30256b75e77270e84f5876c2d62c7da	fun_0f32da71e26972640eb84b6a3fcc774e	-0.1907
bac_a30256b75e77270e84f5876c2d62c7da	fun_10b7a3ca6b1444c66f3b28fed3f26c99	0.3605
bac_a30256b75e77270e84f5876c2d62c7da	fun_118c0ccd7f3578d17e0db218e80ec7ba	-0.0406
bac_a30256b75e77270e84f5876c2d62c7da	fun_1291d36523a6c20f273c7e5c4496df94	0.2209
bac_a30256b75e77270e84f5876c2d62c7da	fun_12b1abb4808bf2b265863e72f762a584	-0.2171
bac_a30256b75e77270e84f5876c2d62c7da	fun_1949eec497be87ab032fa3316b754479	-0.0016
bac_a30256b75e77270e84f5876c2d62c7da	fun_1a4c8a00ffd3e3463eba4bb201d91747	0.0383
bac_a30256b75e77270e84f5876c2d62c7da	fun_1b9d7859cdab8b86d6b8b62f84b1334d	0.0492
bac_a30256b75e77270e84f5876c2d62c7da	fun_1c44ba6433bec9b7aff23fb35d73b03b	0.0327
bac_a30256b75e77270e84f5876c2d62c7da	fun_1c676f4ebdcb691f888fa38f57182cef	-0.1132
bac_a30256b75e77270e84f5876c2d62c7da	fun_2065255edb28245468bc8518f66b4742	-0.133
bac_a30256b75e77270e84f5876c2d62c7da	fun_210459b7b6a2a456b09f184f6d939bc8	0.1407
bac_a30256b75e77270e84f5876c2d62c7da	fun_21374689d42d16d788e3396df574d047	-0.0686
bac_a30256b75e77270e84f5876c2d62c7da	fun_214a4f3065fc3759698e72be652c9a34	-0.2464
bac_a30256b75e77270e84f5876c2d62c7da	fun_2158fe2489e1b9614d067a49c9384d32	-0.1948
bac_a30256b75e77270e84f5876c2d62c7da	fun_22d760b5ec59a5f4627ad7dd81871970	-0.2113
bac_a30256b75e77270e84f5876c2d62c7da	fun_2371d49a803099d8e644da25bb974f68	-0.189
bac_a30256b75e77270e84f5876c2d62c7da	fun_23740c3775b854c52cdd2e3ec2b940e2	-0.1528
bac_a30256b75e77270e84f5876c2d62c7da	fun_24748da7031194752cdf0424cc549d7d	0.0019
bac_a30256b75e77270e84f5876c2d62c7da	fun_272443635e47bb81359b7a9340b5a7ae	-0.1635
bac_a30256b75e77270e84f5876c2d62c7da	fun_277ab749a662c377adefa6a032102c63	0.0787
bac_a30256b75e77270e84f5876c2d62c7da	fun_286a6e26cac82848def0b0d2c83577c8	0.3099
bac_a30256b75e77270e84f5876c2d62c7da	fun_29086701d1f5919659e2739cc0a37d82	0.3032
bac_a30256b75e77270e84f5876c2d62c7da	fun_2a36166a3e8c57be47ff72951a9274f3	0.0427
bac_a30256b75e77270e84f5876c2d62c7da	fun_2bab4593bcd7c556ff6027b87b2f296b	-0.0811
bac_a30256b75e77270e84f5876c2d62c7da	fun_2c0f51e54f8a497135bb1bcbb8650032	0.1732
bac_a30256b75e77270e84f5876c2d62c7da	fun_2d22ab2c6ddb63e71fce2897076dd31e	0.0225
bac_a30256b75e77270e84f5876c2d62c7da	fun_2f193ba4d56d6ca5c5067ca0dc12388e	0.0846
bac_a30256b75e77270e84f5876c2d62c7da	fun_2f60b972271a751f58655719fc6e6cff	0.157
bac_a30256b75e77270e84f5876c2d62c7da	fun_312d2c41e878eee9e2aa0950d232cb8e	-0.0722
bac_a30256b75e77270e84f5876c2d62c7da	fun_324f1d12782a2ba758714f2368f7bf92	-0.1546
bac_a30256b75e77270e84f5876c2d62c7da	fun_33937cc1c82a2529593b9b0f935a8e90	-0.2515
bac_a30256b75e77270e84f5876c2d62c7da	fun_347c44753e7c2ad2ae6a717b38a8afd7	-0.0359
bac_a30256b75e77270e84f5876c2d62c7da	fun_3487e7a66b1216ab236c1206ef2508a3	-0.1136
bac_a30256b75e77270e84f5876c2d62c7da	fun_355aca9bcdfb0c7d8402753c5a694b05	0.0031
bac_a30256b75e77270e84f5876c2d62c7da	fun_35c8eddcaf7b0073ec6884d8565d05e1	-0.2075
bac_a30256b75e77270e84f5876c2d62c7da	fun_3a4e315f23c99e5c84668dfabba21f89	-0.0572
bac_a30256b75e77270e84f5876c2d62c7da	fun_3c915d279379b12fc2ed878e1cacf341	0.0609
bac_a30256b75e77270e84f5876c2d62c7da	fun_4193543e36d7cbfcdcb829680e8252cc	0.2548
bac_a30256b75e77270e84f5876c2d62c7da	fun_41f4e5b0f33bad087229b6f6815f964c	-0.168
bac_a30256b75e77270e84f5876c2d62c7da	fun_4221a9af1d4a745332f707c0406fc7bc	0.0539
bac_a30256b75e77270e84f5876c2d62c7da	fun_4234e9e9b70e7d95205dfd5784dc5843	-0.1641
bac_a30256b75e77270e84f5876c2d62c7da	fun_42842fcfe5fb451b64c00a371bcdd108	-0.1302
bac_a30256b75e77270e84f5876c2d62c7da	fun_45260e08bac348031173be2f3f20040e	0.0266
bac_a30256b75e77270e84f5876c2d62c7da	fun_45f557eea46f548fbcdabafae321dacd	-0.0743
bac_a30256b75e77270e84f5876c2d62c7da	fun_46bb506cd300f76f0f75d8a7f9a681b4	0.0428
bac_a30256b75e77270e84f5876c2d62c7da	fun_47353298fec24beb6ed1f5bad1c76001	-0.2597
bac_a30256b75e77270e84f5876c2d62c7da	fun_47e902ad3c281748949aba844185f99c	-0.1517
bac_a30256b75e77270e84f5876c2d62c7da	fun_47f2d9bfe6e31100ef4427446a831781	0.5548
bac_a30256b75e77270e84f5876c2d62c7da	fun_4934890b83229e4f3cb22c3b915e25d4	-0.1492
bac_a30256b75e77270e84f5876c2d62c7da	fun_4998b3c120cb4912ddcc77878ac45df2	0.0876
bac_a30256b75e77270e84f5876c2d62c7da	fun_49fe0c39a70290e6d28a25b3ceb1498b	-0.146
bac_a30256b75e77270e84f5876c2d62c7da	fun_4bcb8c7f816497c699847b2ea5e2314a	-0.3274
bac_a30256b75e77270e84f5876c2d62c7da	fun_4c6ff3598dcaf6a9a7e11a65442a751c	-0.2774
bac_a30256b75e77270e84f5876c2d62c7da	fun_4f0ab95b8153df635b9641d712c2920f	0.0901
bac_a30256b75e77270e84f5876c2d62c7da	fun_4f2e20c8dc695a9a789127c38e1278e1	-0.0591
bac_a30256b75e77270e84f5876c2d62c7da	fun_4f319a726690a5fd7721d15536198d81	-0.2516
bac_a30256b75e77270e84f5876c2d62c7da	fun_5333855fb32945a487d3331c6c793040	-0.1951
bac_a30256b75e77270e84f5876c2d62c7da	fun_536498ad86c36727ebca33f47cfada00	0.0533
bac_a30256b75e77270e84f5876c2d62c7da	fun_54264f5a5422c3cc71ccc6d49629d74a	0.2475
bac_a30256b75e77270e84f5876c2d62c7da	fun_55b50249d94b6971e097c54f10ce9f1e	0.0268
bac_a30256b75e77270e84f5876c2d62c7da	fun_567718e73bc1b502fc38a82bb73e6879	-0.0352
bac_a30256b75e77270e84f5876c2d62c7da	fun_57c1928602d19022a67038d35c851d21	-0.1342
bac_a30256b75e77270e84f5876c2d62c7da	fun_5848680771618eee66bc844e2db4ebd4	0.1012
bac_a30256b75e77270e84f5876c2d62c7da	fun_5a5ae0e4fa677fdd087c0f6764761214	0.0511
bac_a30256b75e77270e84f5876c2d62c7da	fun_5ce49492d8d11e0bd521e99d998bc824	-0.1776
bac_a30256b75e77270e84f5876c2d62c7da	fun_5f0b44624870e672b82fc6716b8aad01	-0.0355
bac_a30256b75e77270e84f5876c2d62c7da	fun_6111450ab5adf32b633de5d3dfd4b46e	-0.0099
bac_a30256b75e77270e84f5876c2d62c7da	fun_62d78f5707b8cd9911c1593d8015a879	-0.1706
bac_a30256b75e77270e84f5876c2d62c7da	fun_65751f8875fa9a4cc49e87f0f9edc80d	-0.2468
bac_a30256b75e77270e84f5876c2d62c7da	fun_6599bfe42d8c3709907478178bacae76	0.0041
bac_a30256b75e77270e84f5876c2d62c7da	fun_66743b133436023aad67942e15edd8f9	-0.0209
bac_a30256b75e77270e84f5876c2d62c7da	fun_6726e9d29c0fca426c4f440cf6cb046f	0.0447
bac_a30256b75e77270e84f5876c2d62c7da	fun_683724960932ba975963b2447692db7e	-0.1328
bac_a30256b75e77270e84f5876c2d62c7da	fun_693613c84c44f7140cc3d15e45e0bfd7	0.583
bac_a30256b75e77270e84f5876c2d62c7da	fun_69f67412f6d0f6ed8537b40d0f34e8bc	0.0044
bac_a30256b75e77270e84f5876c2d62c7da	fun_6b4ac75d52740dfbcbe2d6a3a1664755	-0.1242
bac_a30256b75e77270e84f5876c2d62c7da	fun_6b7b3153f86ee62a0aacee90a0d0118c	-0.0203
bac_a30256b75e77270e84f5876c2d62c7da	fun_6d6e4661cedc4e067006f6428d3ccbd9	-0.0481
bac_a30256b75e77270e84f5876c2d62c7da	fun_6e4dcfce19b437c5fa5b0d8d738578af	-0.0854
bac_a30256b75e77270e84f5876c2d62c7da	fun_6e5acbe22fbc6a684db46a120e9f74ea	0.0678
bac_a30256b75e77270e84f5876c2d62c7da	fun_70dc98390207e1854c846db18b1ecf63	0.2897
bac_a30256b75e77270e84f5876c2d62c7da	fun_714f6a34e95c5e894dc374f0c399001f	-0.0419
bac_a30256b75e77270e84f5876c2d62c7da	fun_720b2e766a3be1cfe3d9f9451e50a1cb	-0.2397
bac_a30256b75e77270e84f5876c2d62c7da	fun_729dbff0ad56f74f16f888c72f9dd00f	-0.0017
bac_a30256b75e77270e84f5876c2d62c7da	fun_74f42ee4275efc25354737b3abee424f	0.1534
bac_a30256b75e77270e84f5876c2d62c7da	fun_7562647057cc54e8f62f2bad26b87179	-0.0876
bac_a30256b75e77270e84f5876c2d62c7da	fun_79df431e4af83054cf3aea0465a2b5ea	-0.2796
bac_a30256b75e77270e84f5876c2d62c7da	fun_79f1fc8642d1a265f3f8ef5188e671ed	-0.09
bac_a30256b75e77270e84f5876c2d62c7da	fun_7a1c2fe35bf31b3e2090c15ed19bdeae	-0.0719
bac_a30256b75e77270e84f5876c2d62c7da	fun_7c935208489995e87e119cb9abc79654	0.1057
bac_a30256b75e77270e84f5876c2d62c7da	fun_7cfd3dce3e2f93d64db98db66391538b	0.021
bac_a30256b75e77270e84f5876c2d62c7da	fun_7e6a90c3cfbacd00bd0b0d450c46c517	-0.2764
bac_a30256b75e77270e84f5876c2d62c7da	fun_7e910b6456109c70bda898a1744096d4	0.1057
bac_a30256b75e77270e84f5876c2d62c7da	fun_7fe76ee825b3c77e28a7d1e70aabd4c5	0.2223
bac_a30256b75e77270e84f5876c2d62c7da	fun_85982f92d15dd424dd886ed97cdb9953	0.0156
bac_a30256b75e77270e84f5876c2d62c7da	fun_85b555e22d19d03795638e9d49023b94	0.1947
bac_a30256b75e77270e84f5876c2d62c7da	fun_86dd6cf93b827a3558b2d1db2b624e72	0.0277
bac_a30256b75e77270e84f5876c2d62c7da	fun_89a9d43450c83d1766c918b03ef5a1dd	-0.2043
bac_a30256b75e77270e84f5876c2d62c7da	fun_8b8e1c2535a9671eabc277830c4fe8b5	-0.1726
bac_a30256b75e77270e84f5876c2d62c7da	fun_8b9004935e8dcd6f085d5c15bbc0f31e	-0.258
bac_a30256b75e77270e84f5876c2d62c7da	fun_8c97ac471880e482d370a14e3f3ae4a6	-0.2079
bac_a30256b75e77270e84f5876c2d62c7da	fun_8ccb4b24614a0cff2d35bc9f15b91856	0.0804
bac_a30256b75e77270e84f5876c2d62c7da	fun_8d2bad89e7f124724887d4e3036be646	0.075
bac_a30256b75e77270e84f5876c2d62c7da	fun_8fc4fac85ee8640e9500bb5831afe6b0	-0.0748
bac_a30256b75e77270e84f5876c2d62c7da	fun_90c24eb9a39afa6a01bc2d0f213e805a	0.1289
bac_a30256b75e77270e84f5876c2d62c7da	fun_9169f78999dd31b424dbd92a56a8c647	-0.0327
bac_a30256b75e77270e84f5876c2d62c7da	fun_91fb579e83cb7ff05a1d8869e5e7a783	0.1316
bac_a30256b75e77270e84f5876c2d62c7da	fun_922fba29d22372624435605d293f3a28	0.038
