feature1	feature2	r
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6d9aa14b2d532b8d9a3c1fd342c515c9	0.0122
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f37ff1c53a3044e23de94fa2841d200e	0.1597
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_70e1c02151c287ca1efd03cb9245ae38	0.1325
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_e625e758ed6e5753f43da408f6af592a	0.2749
bac_0aadcd42e885bed61f1a29c55399b217	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.2667
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2a53aca5bbef51395322afa72fe879f3	-0.251
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a3a7e0065298785dc78789c69438a91e	-0.3501
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2eae9eefab6485e2e98923809417e86b	0.0877
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_8470b46416635495b52cef72b0c6becd	0.0077
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_26122fc82956c43ca1f15b191f0fa66b	-0.0967
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_7b6fde94ef7dd846d47232e9073c9d79	0.0473
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_355caa5f1183ac5eed089647f04f0bbe	-0.0896
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_968b1470919e6ed4fabeb7496448ecb2	0.1254
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_99445e37a2231c1efb6b01be444921f2	-0.0619
bac_0a1e0c89456159256a67b43a5d3a951c	bac_132398ae30585fc78b3f5712f4c1f5ed	0.0867
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_9db2817f5c42be6a7bcbca662959982d	0.1335
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a3b2bf7bdb7dfeaeed3a7dcca7c98174	0.1277
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2d189fced66f2afef1db00ceab357299	0.4365
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_30bf08e0c9b4ab13b34faab3454f3c65	-0.1747
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ecb6b4301f3485ada8cb7173084e15c4	0.0012
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_74c800a9e7696cc485c720c946cf3566	-0.006
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a30256b75e77270e84f5876c2d62c7da	0.0703
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a349afc68ea24812d020e0bae53ab45e	-0.0502
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_229392b820681a5aeb2d4c3b77921922	0.0698
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a9a9fceabb2ded4edce03aafc300b332	0.0581
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_749ae7e23fa7a131049e5734b2e48b51	0.4785
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d69dbeb4886b17e9f37089d97d309997	-0.0785
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f5b26aa94c06b7bdfa92ae6b717f51b3	-0.1466
bac_0948963d05fd6689e323c84fc1aabf5b	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.394
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_dae457dce2089ce83fd9a96ce128ec7a	0.2286
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_585b3143d80f6c23342a75e4307553ee	0.0961
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b87f5ae148b3c38213fdeca77b10b1de	-0.14
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_622da15e5f92253a2764ebd980b2d0c9	-0.0405
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ccf66209185e064597ed3505a250fa15	-0.3948
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a1670155b607fcc9ee12f1110fac1659	0.1148
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_504c8f91ff69642c329c779a77f1bc23	-0.1223
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f9f4ecf4ab4a329454db0729f6590c4d	-0.0118
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2529bb39885d699e19a299a4fc16405a	0.4155
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5646ce441e39d599fde38566fc2a3718	-0.2196
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_464882d14329426232cde52c51d0b345	-0.2167
bac_043ec4509f46b79a46d13dbc919a7924	bac_132398ae30585fc78b3f5712f4c1f5ed	0.3235
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a3c01770be7485902942c66b05d732c6	-0.0064
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a5a77b70fe5db7f0da009bed0f534ffc	-0.445
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_7b110995ba42ff5360e4449295150364	0.3714
bac_0b0acfad21aa4d24e32a7bd70eea6888	bac_132398ae30585fc78b3f5712f4c1f5ed	0.0638
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5d5e543cbbaf6b818a35a8121079b140	0.0788
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_63cf39d71d537a1a9822e9765f7efbf9	-0.2517
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_dd8c8d60bfca3e1df01a4bbff8d3326e	-0.0174
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_46f909143dcd72273012d4e16e8e9b96	-0.0512
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_7719b0c07387d2f45e9d53bdad373b2a	-0.0588
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_427676cf33136c2bc889a08b2941d433	-0.2144
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_c6bbbf4397e9e45d7c6ea4a2b431881c	-0.3976
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_703c27d5de4f840df6b5048b620304b4	-0.0775
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_978324fe7e81e27609a58e46552282ab	0.0239
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d1fe785a5dc8ddb4ca07575f1da854a6	0.0022
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_9e8a3cdd5a1cec2fa45422b291b1d1a5	-0.1564
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_fd486d0309ed1d6734f7eba1243e88f8	0.4718
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2f3de2bca7077a59f018a27115e59e27	-0.2347
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6cbd6c441c8699e0ea83ec4a923e77ab	-0.15
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5476323c7792ed7c0c4c3e27c0f5b3c7	0.0014
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_fa5a6917885ac69adcbce7ec6a3f3577	0.0694
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_e6abed741cddf509b07cc1b4459cc685	-0.0187
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b806e0462569e4b3467b396640400484	0.0436
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_20b6227ebfc10c05469062ce91fa053e	0.2707
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_4f4dbbbc8cefdfaeaba5041bcd40eda8	0.0123
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_35800cf1a01d2fb458a18105b259edb9	-0.0828
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_c7fa597481ad292d9910ad3bb3714460	0.4114
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_cb41fd40c905473f164c773e54eae7af	-0.0372
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b81e6cc5c2412f460e7c4b4301a52fae	0.0304
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_67fe68b10effbc7af1e15eb1d66f58af	0.0611
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_716256f8168e325a3927d14b743a8fcb	-0.0111
bac_05caf4a22a9ec9a9e2992ce7f6ddfd82	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.2545
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2c8a7427c65affce1cc42b4e460f6499	0.5314
bac_0a7a72cf0cbf9f815d62c85dfa0b269a	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.0051
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_8ca25cff5041670fa16425fb32d6e613	0.4024
bac_0d0e934aa58307b968617138046a38e7	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.0512
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_afaafb1610d653ad3c42c8b910939c71	0.1183
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f359d6b12d6df77fce3684238719e6c2	-0.0377
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_3e6499f1f492d2218c1c22ae6c0af0e5	0.2715
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d9167401bdb1cbc3adbe3b11517663eb	-0.18
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_7b9d573ab1c7718297c5c34b394b7fc5	0.1362
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_535104b102af17dc77ba30a4563966c4	-0.0905
bac_077241b823a43a225d95704db6bd6c84	bac_132398ae30585fc78b3f5712f4c1f5ed	0.0301
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ecc5aaa726aa004e8fffcf14efc9623d	-0.0252
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_31494407a5f81d45e76aec9be4e2f3e3	0.2697
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5320f74a0ac18a7e8d21f58e0e385026	0.1102
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2d30211ca83dbaba57bb7d08b25f6cee	-0.0244
bac_0ba8f372de4de2dc80ce87f523233c9f	bac_132398ae30585fc78b3f5712f4c1f5ed	0.1712
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_bcf0a94c719792e52c9e21ffc7b41f81	0.0838
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ac2d7285ae1dae8d053a97ef343d8959	0.0438
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_8c6fc72823fb05802cbac1d4c143bf25	-0.104
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b5295172e6c0b86fb736995b90829e37	-0.1294
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f7b56dac2b908e79a4f3dbb070b45f29	0.069
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5a87eaf83cfc98b7c1604bf380a5c720	-0.0076
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_9731ee3f8e546a43b629ef0c319336f0	0.0571
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a8aa3dc30871bdf25d0cd12cf2a4e662	0.0816
bac_088bf73cbe014bbfbeb48239b80fe1b7	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.1192
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ff891c66131b8d6acb62e0aeb502d6be	-0.0256
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_7dfb88e682beaefde7eb8553d81b3cd6	-0.014
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5732992f8a6309f06e9194070981e0f7	-0.1012
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d1316b26e5350da36e6456499ecdfe18	0.3734
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ba250e2d70ba8e9c0caf1e10e4acbef6	0.0833
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_15a5c4df76ec68b9e4ea4c1f67d02411	0.151
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f480c453c7cf107e706e3f573d220186	0.5509
bac_076df5bf23e82971211d273c0350b9fa	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.1082
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_526451066d0804676eaa702b980cf439	-0.6009
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f8a44c643c11001c3520cb41b16ed66c	0.2462
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_15144e020be87b8119d01a83c1ad4c9f	-0.2997
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_de3519a6bc05eb99db03a7ce84092a53	0.3834
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_c453a246abad8aaac3c9b9e4c6b239e4	0.089
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_1a6207cb01a4f6c2f9994f13fa6f7d52	-0.015
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_dc606036a2850e41e4b7ead869d72081	-0.1228
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ef970b15e27ea5ae211ec5d5082f6035	0.1775
bac_0a18941714058e5b39192aad26ae2650	bac_132398ae30585fc78b3f5712f4c1f5ed	0.2549
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d0c0bce2418d2bcd2c50b05a0180ca16	0.3117
bac_020a532ccb0471ac0aaee63f30c7f373	bac_132398ae30585fc78b3f5712f4c1f5ed	0.0612
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_47c853dd0cbc2140c684e366ce001043	0.2499
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_693925a57276f8a3cac1a9c3e15087fc	0.1538
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_fc672ff88dc475b143532167712d4329	0.028
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_42080baba6f05a972a4ceb625c496db0	-0.0834
bac_0de31c8a0a4fd7950cf7e2ead916f094	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.0692
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_4523b21dd6cbf01ee1ff11f5f9a8136b	0.0706
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_1987f36bec5daf13a337e4e4cacf3074	0.1941
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_72f54ba21704c606de94d4a050cda4f9	-0.0875
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2beb082b2d5e2492e737a39ca222bf7b	0.0851
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6462a248c005a3333efd98e2a7733784	-0.1167
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6bb10da87ff975d728e853a2724c66b6	-0.0166
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_cc9d571659d69eede9baf3f62bd6e022	0.5401
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5c95a52f91ad839c41a1d658a87d59f5	0.1045
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f3427760cf54dab539bb77c55869dc36	0.4009
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5f7a011f40b37e1bb338bf11d26d1c5a	0.204
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d20c3ad6689ea0b00f85a6155088343c	-0.1624
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_20b14741ebab12eff84c72bf8a5684d9	-0.0452
bac_062a6a281337608b3d5a398a86f3791d	bac_132398ae30585fc78b3f5712f4c1f5ed	0.4417
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_17612e92900c5c617b3cc92eb580c94d	-0.0215
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_e1f04d3e8ca530126e01a72b01ff480d	-0.0997
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_3200808fcf387a5098ab9215d6dfbfe4	-0.015
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_990e86dabe6aa3bbab93f5e100a1589f	-0.1748
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_815b38163ce5a7cf45681b568f5a5a70	0.4096
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f33de0f262530e1ddb20864955a61ac9	-0.0928
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b4f2bcc9e114a0c86f604bba1a467f69	-0.081
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_19c3eb7f2d7ffcdf82b0cd28433665b5	0.0122
bac_0b836220dd480a937000e44bdcaeecb9	bac_132398ae30585fc78b3f5712f4c1f5ed	-0.0769
bac_0edc05b786be3adcb6b41fbab1e45225	bac_132398ae30585fc78b3f5712f4c1f5ed	0.0933
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b8d105ad406e02236f4abc375b8726de	0.1603
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_c12352f26379572e5a4874b204d859bb	-0.016
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_f2834baca9640ad8c7e5240eb729f0fe	-0.1249
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_1a83bf29475abe8d343803bb3099251e	0.0485
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_72b7d3ec913c89fc84037fb8f5336c57	-0.133
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6fd1f5b988985e0e73faf414dff13fb5	-0.0204
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_d66de631726b8583550a7cc96ced533e	0.0541
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_1ffe69088312af39f4b301a6ed9983f1	0.0221
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_9fd15d3d645cabcf0ad4aeab2225ce3d	0.0408
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a98dec59b5fe7d13fa54b825d7363d31	-0.1141
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_bb99302be6d09f6eb71b9f4da9c656c5	0.0553
bac_0ee468d83e463122fba58876980c7a41	bac_132398ae30585fc78b3f5712f4c1f5ed	0.1575
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5421aaf234cfb47f14080dbd343ca4c1	-0.0922
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a5c7281402b51c653de350903fa4bb04	0.0696
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_4715d00a2315b24a3fcc1b66ae839a94	0.0175
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_9e321e51f6505c6746a761f6dc55e7f7	0.016
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a9fcc331b4725affdbf11d219a193ece	-0.1073
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_48577e901e3c3c456e51cbc42d9e1787	-0.1238
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_13aa4b30a45dad70c3ed431c8c184c6c	0.4122
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_eb36645d7872c6e957cb1a751885e92e	0.2564
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_581fb68a5a79dbbb31bfaa8ed3d789f4	0.2794
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a51aabc18b8d13346756da5cba58b9f7	-0.0238
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_5076e54a5b161b6fbbbe8f6c43eff9fa	0.149
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_a5a83795c19d4850bbdfb7ee179e1a58	0.1826
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ac027d8720c821776376a5ea332f8ff5	-0.222
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_b25c21270199cc7e624f8fa2beaa1052	-0.156
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_ecdf1e0b7206cb6e5965471c7a7dda9d	-0.2707
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_90a634fef584638a5861ac4f26074d88	0.112
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_6d8f31f63c5e69c3e877edf2757ab015	0.0189
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_db5e75aa69dc12d2c0b20c2e918d5bff	-0.0073
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_8f0130c75c621be2fa74ea558b46ff5e	-0.1084
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_618f7008be6bd049df1ea7581d394ab9	-0.0995
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_2422db020a19edf8d6a19babefd48aef	0.0981
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_30481a5d312e05b559fe9156b8f0abee	-0.196
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_84068407639bc84d47f40015221ea4e4	0.1178
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_340a48970e248a368a25e7a4f0943b38	0.1219
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_840bde91c031948aaa5f8312a3d4d62d	0.0837
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_4396b241079dfac056c09bd88cdd9963	0.0085
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_642d2a43a0d5f6a1be11918cbcc13fca	0.0204
bac_132398ae30585fc78b3f5712f4c1f5ed	bac_3b55620dcd43cf9c3b1362028ffe2da3	0.0121
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0167ba52b37db72a6e74b1ffdf1e8c7c	0.0512
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_01eac8bbcb29488982fcff6a1bc04847	-0.3317
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0524318733f878058e4606b2306dc1a5	-0.0246
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_06cfcbf25674fdf39cf677004d947765	-0.1686
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_06e6ea6ae4b943568ace88db8128520b	0.5643
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_06f8d41be81eaee8ce118fd6a6917570	-0.0348
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0729e9fcffd1962b7a39b3d93902e0f3	-0.3388
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_09f70a3943cbdf8905cd01a456c50098	-0.1823
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0a78cfc5f61db7e320fd3b2466e8d884	0.0259
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0aa84d7f105e25afc127f6dd778d8ca6	0.0323
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0caff3ea96200df0218aa344b0f3dc1e	-0.2202
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0e4a4b1cd4283317ad2fe0dc25a07b9d	0.0096
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0e9e31f5b9fc1235aaa1f8238c384a26	-0.1253
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0f2391ae814368a77e456e4357192e31	-0.2732
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_0f32da71e26972640eb84b6a3fcc774e	-0.2754
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_10b7a3ca6b1444c66f3b28fed3f26c99	0.5981
bac_132398ae30585fc78b3f5712f4c1f5ed	fun_118c0ccd7f3578d17e0db218e80ec7ba	-0.0852
